batch_id,product_sk_id,warehouse_id,grn_date,mfg_date,expiry_date,quantity_on_hand,quantity_reserved,unit_cost_bdt
BAT-2748,292,5,2023-10-03,2023-09-03,2024-09-02,69,3,1332.75
BAT-2749,292,3,2023-09-03,2023-08-04,2024-08-03,69,3,1332.75
BAT-2750,292,1,2023-08-03,2023-07-04,2024-07-03,69,3,1332.75
BAT-2751,292,5,2023-07-02,2023-06-02,2024-06-01,69,3,1332.75
BAT-2752,293,3,2023-11-29,2023-10-30,2026-10-29,51,2,1122.75
BAT-2753,293,4,2023-11-02,2023-10-03,2026-10-02,51,2,1122.75
BAT-2754,293,5,2023-10-04,2023-09-04,2026-09-03,51,2,1122.75
BAT-2755,293,1,2023-09-04,2023-08-05,2026-08-04,51,2,1122.75
BAT-2756,293,2,2023-08-05,2023-07-06,2026-07-05,51,2,1122.75
BAT-2757,293,1,2023-07-06,2023-06-06,2026-06-05,51,2,1122.75
BAT-2758,294,4,2023-11-29,2023-10-30,2026-10-29,21,1,199.5
BAT-2759,294,1,2023-11-02,2023-10-03,2026-10-02,21,1,199.5
BAT-2760,294,3,2023-10-04,2023-09-04,2026-09-03,21,1,199.5
BAT-2761,294,3,2023-09-01,2023-08-02,2026-08-01,21,1,199.5
BAT-2762,294,4,2023-08-05,2023-07-06,2026-07-05,21,1,199.5
BAT-2763,294,5,2023-07-02,2023-06-02,2026-06-01,21,1,199.5
BAT-2764,295,1,2023-11-30,2023-10-31,2026-10-30,35,1,598.5
BAT-2765,295,1,2023-11-02,2023-10-03,2026-10-02,35,1,598.5
BAT-2766,295,3,2023-10-02,2023-09-02,2026-09-01,35,1,598.5
BAT-2767,295,4,2023-08-31,2023-08-01,2026-07-31,35,1,598.5
BAT-2768,295,3,2023-08-02,2023-07-03,2026-07-02,35,1,598.5
BAT-2769,295,3,2023-07-03,2023-06-03,2026-06-02,35,1,598.5
BAT-2770,296,3,2023-12-02,2023-11-02,2024-11-01,13,0,255.75
BAT-2771,296,5,2023-11-02,2023-10-03,2024-10-02,13,0,255.75
BAT-2772,296,2,2023-10-03,2023-09-03,2024-09-02,13,0,255.75
BAT-2773,296,3,2023-09-03,2023-08-04,2024-08-03,13,0,255.75
BAT-2774,296,1,2023-08-01,2023-07-02,2024-07-01,13,0,255.75
BAT-2775,296,1,2023-07-05,2023-06-05,2024-06-04,13,0,255.75
BAT-2776,297,5,2023-12-01,2023-11-01,2025-04-29,53,2,765.75
BAT-2777,297,3,2023-11-02,2023-10-03,2025-03-31,53,2,765.75
BAT-2778,297,4,2023-10-03,2023-09-03,2025-03-01,53,2,765.75
BAT-2779,297,3,2023-09-03,2023-08-04,2025-01-30,53,2,765.75
BAT-2780,297,4,2023-08-02,2023-07-03,2024-12-29,53,2,765.75
BAT-2781,297,4,2023-07-04,2023-06-04,2024-11-30,53,2,765.75
BAT-2782,298,4,2023-12-01,2023-11-01,2025-10-31,41,2,972.0
BAT-2783,298,2,2023-10-31,2023-10-01,2025-09-30,41,2,972.0
BAT-2784,298,3,2023-10-04,2023-09-04,2025-09-03,41,2,972.0
BAT-2785,298,1,2023-09-02,2023-08-03,2025-08-02,41,2,972.0
BAT-2786,298,4,2023-08-05,2023-07-06,2025-07-05,41,2,972.0
BAT-2787,298,2,2023-07-03,2023-06-03,2025-06-02,41,2,972.0
BAT-2788,299,2,2023-12-01,2023-11-01,2025-04-29,37,1,558.75
BAT-2789,299,5,2023-11-02,2023-10-03,2025-03-31,37,1,558.75
BAT-2790,299,2,2023-10-04,2023-09-04,2025-03-02,37,1,558.75
BAT-2791,299,5,2023-09-03,2023-08-04,2025-01-30,37,1,558.75
BAT-2792,299,1,2023-08-01,2023-07-02,2024-12-28,37,1,558.75
BAT-2793,299,2,2023-07-02,2023-06-02,2024-11-28,37,1,558.75
BAT-2794,300,5,2023-12-02,2023-11-02,2025-11-01,26,1,147.0
BAT-2795,300,4,2023-11-03,2023-10-04,2025-10-03,26,1,147.0
BAT-2796,300,1,2023-09-30,2023-08-31,2025-08-30,26,1,147.0
BAT-2797,300,1,2023-09-04,2023-08-05,2025-08-04,26,1,147.0
BAT-2798,300,5,2023-08-05,2023-07-06,2025-07-05,26,1,147.0
BAT-2799,300,4,2023-07-03,2023-06-03,2025-06-02,26,1,147.0
BAT-2800,301,3,2023-12-03,2023-11-03,2025-11-02,37,1,837.75
BAT-2801,301,3,2023-10-31,2023-10-01,2025-09-30,37,1,837.75
BAT-2802,301,5,2023-10-03,2023-09-03,2025-09-02,37,1,837.75
BAT-2803,301,2,2023-09-04,2023-08-05,2025-08-04,37,1,837.75
BAT-2804,301,1,2023-08-04,2023-07-05,2025-07-04,37,1,837.75
BAT-2805,301,3,2023-07-05,2023-06-05,2025-06-04,37,1,837.75
BAT-2806,302,3,2023-12-03,2023-11-03,2026-11-02,48,2,1069.5
BAT-2807,302,4,2023-11-01,2023-10-02,2026-10-01,48,2,1069.5
BAT-2808,302,4,2023-09-30,2023-08-31,2026-08-30,48,2,1069.5
BAT-2809,302,1,2023-09-02,2023-08-03,2026-08-02,48,2,1069.5
BAT-2810,302,5,2023-08-01,2023-07-02,2026-07-01,48,2,1069.5
BAT-2811,302,4,2023-07-05,2023-06-05,2026-06-04,48,2,1069.5
BAT-2812,303,2,2023-11-30,2023-10-31,2024-10-30,20,1,171.75
BAT-2813,303,4,2023-11-02,2023-10-03,2024-10-02,20,1,171.75
BAT-2814,303,1,2023-09-30,2023-08-31,2024-08-30,20,1,171.75
BAT-2815,303,1,2023-09-02,2023-08-03,2024-08-02,20,1,171.75
BAT-2816,303,3,2023-08-01,2023-07-02,2024-07-01,20,1,171.75
BAT-2817,303,4,2023-07-04,2023-06-04,2024-06-03,20,1,171.75
BAT-2818,304,2,2023-12-02,2023-11-02,2024-11-01,46,2,408.0
BAT-2819,304,5,2023-10-30,2023-09-30,2024-09-29,46,2,408.0
BAT-2820,304,2,2023-10-02,2023-09-02,2024-09-01,46,2,408.0
BAT-2821,304,1,2023-09-01,2023-08-02,2024-08-01,46,2,408.0
BAT-2822,304,5,2023-08-02,2023-07-03,2024-07-02,46,2,408.0
BAT-2823,304,2,2023-07-02,2023-06-02,2024-06-01,46,2,408.0
BAT-2824,305,4,2023-12-01,2023-11-01,2024-10-31,34,1,902.25
BAT-2825,305,1,2023-11-03,2023-10-04,2024-10-03,34,1,902.25
BAT-2826,305,3,2023-10-04,2023-09-04,2024-09-03,34,1,902.25
BAT-2827,305,2,2023-08-31,2023-08-01,2024-07-31,34,1,902.25
BAT-2828,305,3,2023-08-02,2023-07-03,2024-07-02,34,1,902.25
BAT-2829,305,3,2023-07-03,2023-06-03,2024-06-02,34,1,902.25
BAT-2830,306,1,2023-11-30,2023-10-31,2025-10-30,86,4,3111.0
BAT-2831,306,5,2023-11-01,2023-10-02,2025-10-01,86,4,3111.0
BAT-2832,306,4,2023-10-01,2023-09-01,2025-08-31,86,4,3111.0
BAT-2833,306,5,2023-08-31,2023-08-01,2025-07-31,86,4,3111.0
BAT-2834,306,2,2023-08-01,2023-07-02,2025-07-01,86,4,3111.0
BAT-2835,306,4,2023-07-05,2023-06-05,2025-06-04,86,4,3111.0
BAT-2836,307,5,2023-12-03,2023-11-03,2024-11-02,19,0,403.5
BAT-2837,307,1,2023-10-31,2023-10-01,2024-09-30,19,0,403.5
BAT-2838,307,1,2023-10-03,2023-09-03,2024-09-02,19,0,403.5
BAT-2839,307,1,2023-09-03,2023-08-04,2024-08-03,19,0,403.5
BAT-2840,307,5,2023-08-04,2023-07-05,2024-07-04,19,0,403.5
BAT-2841,307,3,2023-07-06,2023-06-06,2024-06-05,19,0,403.5
BAT-2842,308,4,2023-11-29,2023-10-30,2025-10-29,30,1,549.75
BAT-2843,308,4,2023-11-01,2023-10-02,2025-10-01,30,1,549.75
BAT-2844,308,5,2023-09-30,2023-08-31,2025-08-30,30,1,549.75
BAT-2845,308,4,2023-09-01,2023-08-02,2025-08-01,30,1,549.75
BAT-2846,308,5,2023-08-02,2023-07-03,2025-07-02,30,1,549.75
BAT-2847,308,2,2023-07-02,2023-06-02,2025-06-01,30,1,549.75
BAT-2848,309,5,2023-12-02,2023-11-02,2025-04-30,34,1,594.75
BAT-2849,309,5,2023-11-01,2023-10-02,2025-03-30,34,1,594.75
BAT-2850,309,4,2023-10-04,2023-09-04,2025-03-02,34,1,594.75
BAT-2851,309,2,2023-09-01,2023-08-02,2025-01-28,34,1,594.75
BAT-2852,309,4,2023-08-02,2023-07-03,2024-12-29,34,1,594.75
BAT-2853,309,4,2023-07-05,2023-06-05,2024-12-01,34,1,594.75
BAT-2854,310,4,2023-12-03,2023-11-03,2024-11-02,24,1,210.0
BAT-2855,310,4,2023-11-03,2023-10-04,2024-10-03,24,1,210.0
BAT-2856,310,2,2023-10-02,2023-09-02,2024-09-01,24,1,210.0
BAT-2857,310,2,2023-08-31,2023-08-01,2024-07-31,24,1,210.0
BAT-2858,310,5,2023-08-03,2023-07-04,2024-07-03,24,1,210.0
BAT-2859,310,1,2023-07-06,2023-06-06,2024-06-05,24,1,210.0
BAT-2860,311,1,2023-12-02,2023-11-02,2025-04-30,45,2,444.0
BAT-2861,311,4,2023-11-03,2023-10-04,2025-04-01,45,2,444.0
BAT-2862,311,2,2023-10-02,2023-09-02,2025-02-28,45,2,444.0
BAT-2863,311,4,2023-09-04,2023-08-05,2025-01-31,45,2,444.0
BAT-2864,311,1,2023-08-03,2023-07-04,2024-12-30,45,2,444.0
BAT-2865,311,1,2023-07-05,2023-06-05,2024-12-01,45,2,444.0
BAT-2866,312,5,2023-11-30,2023-10-31,2024-10-30,37,1,461.25
BAT-2867,312,3,2023-11-03,2023-10-04,2024-10-03,37,1,461.25
BAT-2868,312,1,2023-10-02,2023-09-02,2024-09-01,37,1,461.25
BAT-2869,312,1,2023-08-31,2023-08-01,2024-07-31,37,1,461.25
BAT-2870,312,1,2023-08-04,2023-07-05,2024-07-04,37,1,461.25
BAT-2871,312,5,2023-07-04,2023-06-04,2024-06-03,37,1,461.25
BAT-2872,313,1,2023-12-01,2023-11-01,2025-10-31,26,1,280.5
BAT-2873,313,5,2023-11-02,2023-10-03,2025-10-02,26,1,280.5
BAT-2874,313,3,2023-10-04,2023-09-04,2025-09-03,26,1,280.5
BAT-2875,313,1,2023-09-03,2023-08-04,2025-08-03,26,1,280.5
BAT-2876,313,5,2023-08-05,2023-07-06,2025-07-05,26,1,280.5
BAT-2877,313,1,2023-07-03,2023-06-03,2025-06-02,26,1,280.5
BAT-2878,314,1,2023-12-03,2023-11-03,2025-11-02,36,1,544.5
BAT-2879,314,2,2023-10-30,2023-09-30,2025-09-29,36,1,544.5
BAT-2880,314,1,2023-09-30,2023-08-31,2025-08-30,36,1,544.5
BAT-2881,314,3,2023-09-03,2023-08-04,2025-08-03,36,1,544.5
BAT-2882,314,2,2023-08-01,2023-07-02,2025-07-01,36,1,544.5
BAT-2883,314,2,2023-07-05,2023-06-05,2025-06-04,36,1,544.5
BAT-2884,315,4,2023-11-29,2023-10-30,2026-10-29,68,3,801.0
BAT-2885,315,1,2023-10-30,2023-09-30,2026-09-29,68,3,801.0
BAT-2886,315,3,2023-10-03,2023-09-03,2026-09-02,68,3,801.0
BAT-2887,315,5,2023-09-03,2023-08-04,2026-08-03,68,3,801.0
BAT-2888,315,2,2023-08-03,2023-07-04,2026-07-03,68,3,801.0
BAT-2889,315,1,2023-07-06,2023-06-06,2026-06-05,68,3,801.0
BAT-2890,316,3,2023-11-30,2023-10-31,2025-10-30,38,1,429.75
BAT-2891,316,3,2023-11-02,2023-10-03,2025-10-02,38,1,429.75
BAT-2892,316,1,2023-09-30,2023-08-31,2025-08-30,38,1,429.75
BAT-2893,316,5,2023-08-31,2023-08-01,2025-07-31,38,1,429.75
BAT-2894,316,4,2023-08-05,2023-07-06,2025-07-05,38,1,429.75
BAT-2895,316,5,2023-07-05,2023-06-05,2025-06-04,38,1,429.75
BAT-2896,317,3,2023-11-29,2023-10-30,2024-10-29,77,3,1640.25
BAT-2897,317,1,2023-10-30,2023-09-30,2024-09-29,77,3,1640.25
BAT-2898,317,4,2023-10-04,2023-09-04,2024-09-03,77,3,1640.25
BAT-2899,317,2,2023-09-01,2023-08-02,2024-08-01,77,3,1640.25
BAT-2900,317,1,2023-08-01,2023-07-02,2024-07-01,77,3,1640.25
BAT-2901,317,2,2023-07-05,2023-06-05,2024-06-04,77,3,1640.25
BAT-2902,318,3,2023-11-30,2023-10-31,2026-10-30,9,0,228.75
BAT-2903,318,5,2023-11-01,2023-10-02,2026-10-01,9,0,228.75
BAT-2904,318,5,2023-10-04,2023-09-04,2026-09-03,9,0,228.75
BAT-2905,318,2,2023-09-02,2023-08-03,2026-08-02,9,0,228.75
BAT-2906,318,5,2023-08-01,2023-07-02,2026-07-01,9,0,228.75
BAT-2907,318,1,2023-07-02,2023-06-02,2026-06-01,9,0,228.75
BAT-2908,319,5,2023-11-29,2023-10-30,2026-10-29,23,1,257.25
BAT-2909,319,1,2023-11-01,2023-10-02,2026-10-01,23,1,257.25
BAT-2910,319,1,2023-10-02,2023-09-02,2026-09-01,23,1,257.25
BAT-2911,319,5,2023-09-01,2023-08-02,2026-08-01,23,1,257.25
BAT-2912,319,3,2023-08-04,2023-07-05,2026-07-04,23,1,257.25
BAT-2913,319,2,2023-07-03,2023-06-03,2026-06-02,23,1,257.25
BAT-2914,320,3,2023-12-02,2023-11-02,2024-11-01,35,1,885.75
BAT-2915,320,4,2023-11-01,2023-10-02,2024-10-01,35,1,885.75
BAT-2916,320,2,2023-10-04,2023-09-04,2024-09-03,35,1,885.75
BAT-2917,320,1,2023-09-01,2023-08-02,2024-08-01,35,1,885.75
BAT-2918,320,1,2023-08-04,2023-07-05,2024-07-04,35,1,885.75
BAT-2919,320,3,2023-07-06,2023-06-06,2024-06-05,35,1,885.75
BAT-2920,321,4,2023-12-01,2023-11-01,2025-10-31,32,1,346.5
BAT-2921,321,5,2023-10-31,2023-10-01,2025-09-30,32,1,346.5
BAT-2922,321,5,2023-09-30,2023-08-31,2025-08-30,32,1,346.5
BAT-2923,321,2,2023-08-31,2023-08-01,2025-07-31,32,1,346.5
BAT-2924,321,3,2023-08-01,2023-07-02,2025-07-01,32,1,346.5
BAT-2925,321,4,2023-07-05,2023-06-05,2025-06-04,32,1,346.5
BAT-2926,322,3,2023-12-01,2023-11-01,2024-10-31,42,2,784.5
BAT-2927,322,3,2023-11-03,2023-10-04,2024-10-03,42,2,784.5
BAT-2928,322,5,2023-10-03,2023-09-03,2024-09-02,42,2,784.5
BAT-2929,322,2,2023-09-03,2023-08-04,2024-08-03,42,2,784.5
BAT-2930,322,1,2023-08-01,2023-07-02,2024-07-01,42,2,784.5
BAT-2931,322,4,2023-07-04,2023-06-04,2024-06-03,42,2,784.5
BAT-2932,323,1,2023-12-02,2023-11-02,2026-11-01,56,2,1160.25
BAT-2933,323,1,2023-11-01,2023-10-02,2026-10-01,56,2,1160.25
BAT-2934,323,4,2023-10-04,2023-09-04,2026-09-03,56,2,1160.25
BAT-2935,323,1,2023-09-02,2023-08-03,2026-08-02,56,2,1160.25
BAT-2936,323,3,2023-08-01,2023-07-02,2026-07-01,56,2,1160.25
BAT-2937,323,3,2023-07-04,2023-06-04,2026-06-03,56,2,1160.25
BAT-2938,324,4,2023-12-02,2023-11-02,2026-11-01,64,3,1612.5
BAT-2939,324,2,2023-10-31,2023-10-01,2026-09-30,64,3,1612.5
BAT-2940,324,1,2023-10-03,2023-09-03,2026-09-02,64,3,1612.5
BAT-2941,324,2,2023-09-04,2023-08-05,2026-08-04,64,3,1612.5
BAT-2942,324,2,2023-08-02,2023-07-03,2026-07-02,64,3,1612.5
BAT-2943,324,4,2023-07-03,2023-06-03,2026-06-02,64,3,1612.5
BAT-2944,325,1,2023-12-02,2023-11-02,2025-04-30,61,3,725.25
BAT-2945,325,1,2023-11-03,2023-10-04,2025-04-01,61,3,725.25
BAT-2946,325,1,2023-09-30,2023-08-31,2025-02-26,61,3,725.25
BAT-2947,325,3,2023-09-04,2023-08-05,2025-01-31,61,3,725.25
BAT-2948,325,5,2023-08-04,2023-07-05,2024-12-31,61,3,725.25
BAT-2949,325,2,2023-07-02,2023-06-02,2024-11-28,61,3,725.25
BAT-2950,326,4,2023-12-02,2023-11-02,2024-11-01,52,2,1083.0
BAT-2951,326,1,2023-10-30,2023-09-30,2024-09-29,52,2,1083.0
BAT-2952,326,5,2023-10-02,2023-09-02,2024-09-01,52,2,1083.0
BAT-2953,326,5,2023-09-02,2023-08-03,2024-08-02,52,2,1083.0
BAT-2954,326,2,2023-08-05,2023-07-06,2024-07-05,52,2,1083.0
BAT-2955,326,1,2023-07-03,2023-06-03,2024-06-02,52,2,1083.0
BAT-2956,327,5,2023-11-30,2023-10-31,2024-10-30,25,1,401.25
BAT-2957,327,2,2023-10-31,2023-10-01,2024-09-30,25,1,401.25
BAT-2958,327,3,2023-10-01,2023-09-01,2024-08-31,25,1,401.25
BAT-2959,327,4,2023-09-01,2023-08-02,2024-08-01,25,1,401.25
BAT-2960,327,2,2023-08-04,2023-07-05,2024-07-04,25,1,401.25
BAT-2961,327,5,2023-07-02,2023-06-02,2024-06-01,25,1,401.25
BAT-2962,328,1,2023-11-30,2023-10-31,2024-10-30,37,1,1465.5
BAT-2963,328,3,2023-10-30,2023-09-30,2024-09-29,37,1,1465.5
BAT-2964,328,5,2023-09-30,2023-08-31,2024-08-30,37,1,1465.5
BAT-2965,328,4,2023-09-01,2023-08-02,2024-08-01,37,1,1465.5
BAT-2966,328,1,2023-08-05,2023-07-06,2024-07-05,37,1,1465.5
BAT-2967,328,5,2023-07-02,2023-06-02,2024-06-01,37,1,1465.5
BAT-2968,329,1,2023-12-01,2023-11-01,2025-10-31,51,2,967.5
BAT-2969,329,1,2023-11-02,2023-10-03,2025-10-02,51,2,967.5
BAT-2970,329,4,2023-10-01,2023-09-01,2025-08-31,51,2,967.5
BAT-2971,329,4,2023-09-02,2023-08-03,2025-08-02,51,2,967.5
BAT-2972,329,3,2023-08-03,2023-07-04,2025-07-03,51,2,967.5
BAT-2973,329,4,2023-07-05,2023-06-05,2025-06-04,51,2,967.5
BAT-2974,330,3,2023-11-30,2023-10-31,2025-10-30,29,1,550.5
BAT-2975,330,4,2023-11-03,2023-10-04,2025-10-03,29,1,550.5
BAT-2976,330,1,2023-10-04,2023-09-04,2025-09-03,29,1,550.5
BAT-2977,330,3,2023-08-31,2023-08-01,2025-07-31,29,1,550.5
BAT-2978,330,4,2023-08-04,2023-07-05,2025-07-04,29,1,550.5
BAT-2979,330,3,2023-07-03,2023-06-03,2025-06-02,29,1,550.5
BAT-2980,331,4,2023-12-01,2023-11-01,2025-10-31,19,0,165.75
BAT-2981,331,1,2023-10-30,2023-09-30,2025-09-29,19,0,165.75
BAT-2982,331,3,2023-10-04,2023-09-04,2025-09-03,19,0,165.75
BAT-2983,331,4,2023-09-01,2023-08-02,2025-08-01,19,0,165.75
BAT-2984,331,2,2023-08-04,2023-07-05,2025-07-04,19,0,165.75
BAT-2985,331,2,2023-07-04,2023-06-04,2025-06-03,19,0,165.75
BAT-2986,332,4,2023-11-30,2023-10-31,2025-04-28,53,2,784.5
BAT-2987,332,5,2023-11-03,2023-10-04,2025-04-01,53,2,784.5
BAT-2988,332,3,2023-10-04,2023-09-04,2025-03-02,53,2,784.5
BAT-2989,332,3,2023-09-01,2023-08-02,2025-01-28,53,2,784.5
BAT-2990,332,4,2023-08-04,2023-07-05,2024-12-31,53,2,784.5
BAT-2991,332,3,2023-07-02,2023-06-02,2024-11-28,53,2,784.5
BAT-2992,333,1,2023-12-03,2023-11-03,2026-11-02,23,1,427.5
BAT-2993,333,1,2023-11-02,2023-10-03,2026-10-02,23,1,427.5
BAT-2994,333,1,2023-10-03,2023-09-03,2026-09-02,23,1,427.5
BAT-2995,333,3,2023-09-03,2023-08-04,2026-08-03,23,1,427.5
BAT-2996,333,3,2023-08-02,2023-07-03,2026-07-02,23,1,427.5
BAT-2997,333,3,2023-07-02,2023-06-02,2026-06-01,23,1,427.5
BAT-2998,334,3,2023-11-29,2023-10-30,2024-10-29,26,1,165.0
BAT-2999,334,3,2023-10-30,2023-09-30,2024-09-29,26,1,165.0
BAT-3000,334,1,2023-10-03,2023-09-03,2024-09-02,26,1,165.0
BAT-3001,334,1,2023-09-01,2023-08-02,2024-08-01,26,1,165.0
BAT-3002,334,3,2023-08-03,2023-07-04,2024-07-03,26,1,165.0
BAT-3003,334,3,2023-07-06,2023-06-06,2024-06-05,26,1,165.0
BAT-3004,335,5,2023-12-01,2023-11-01,2025-10-31,67,3,840.0
BAT-3005,335,4,2023-11-02,2023-10-03,2025-10-02,67,3,840.0
BAT-3006,335,1,2023-10-04,2023-09-04,2025-09-03,67,3,840.0
BAT-3007,335,5,2023-09-01,2023-08-02,2025-08-01,67,3,840.0
BAT-3008,335,1,2023-08-02,2023-07-03,2025-07-02,67,3,840.0
BAT-3009,335,4,2023-07-06,2023-06-06,2025-06-05,67,3,840.0
BAT-3010,336,4,2023-11-30,2023-10-31,2025-10-30,34,1,499.5
BAT-3011,336,2,2023-11-02,2023-10-03,2025-10-02,34,1,499.5
BAT-3012,336,3,2023-10-01,2023-09-01,2025-08-31,34,1,499.5
BAT-3013,336,5,2023-09-03,2023-08-04,2025-08-03,34,1,499.5
BAT-3014,336,3,2023-08-02,2023-07-03,2025-07-02,34,1,499.5
BAT-3015,336,3,2023-07-05,2023-06-05,2025-06-04,34,1,499.5
BAT-3016,337,2,2023-11-30,2023-10-31,2025-04-28,44,2,468.75
BAT-3017,337,5,2023-11-02,2023-10-03,2025-03-31,44,2,468.75
BAT-3018,337,2,2023-10-01,2023-09-01,2025-02-27,44,2,468.75
BAT-3019,337,4,2023-09-03,2023-08-04,2025-01-30,44,2,468.75
BAT-3020,337,3,2023-08-03,2023-07-04,2024-12-30,44,2,468.75
BAT-3021,337,3,2023-07-06,2023-06-06,2024-12-02,44,2,468.75
BAT-3022,338,5,2023-11-30,2023-10-31,2024-10-30,27,1,315.0
BAT-3023,338,5,2023-11-02,2023-10-03,2024-10-02,27,1,315.0
BAT-3024,338,1,2023-10-01,2023-09-01,2024-08-31,27,1,315.0
BAT-3025,338,5,2023-09-01,2023-08-02,2024-08-01,27,1,315.0
BAT-3026,338,4,2023-08-01,2023-07-02,2024-07-01,27,1,315.0
BAT-3027,338,5,2023-07-04,2023-06-04,2024-06-03,27,1,315.0
BAT-3028,339,3,2023-11-29,2023-10-30,2025-10-29,30,1,249.0
BAT-3029,339,2,2023-10-30,2023-09-30,2025-09-29,30,1,249.0
BAT-3030,339,1,2023-10-03,2023-09-03,2025-09-02,30,1,249.0
BAT-3031,339,5,2023-09-02,2023-08-03,2025-08-02,30,1,249.0
BAT-3032,339,2,2023-08-05,2023-07-06,2025-07-05,30,1,249.0
BAT-3033,339,5,2023-07-05,2023-06-05,2025-06-04,30,1,249.0
BAT-3034,340,3,2023-11-29,2023-10-30,2024-10-29,36,1,876.75
BAT-3035,340,5,2023-11-03,2023-10-04,2024-10-03,36,1,876.75
BAT-3036,340,2,2023-10-01,2023-09-01,2024-08-31,36,1,876.75
BAT-3037,340,4,2023-09-01,2023-08-02,2024-08-01,36,1,876.75
BAT-3038,340,2,2023-08-01,2023-07-02,2024-07-01,36,1,876.75
BAT-3039,340,5,2023-07-03,2023-06-03,2024-06-02,36,1,876.75
BAT-3040,341,1,2023-12-03,2023-11-03,2025-11-02,24,1,567.75
BAT-3041,341,1,2023-11-03,2023-10-04,2025-10-03,24,1,567.75
BAT-3042,341,4,2023-10-01,2023-09-01,2025-08-31,24,1,567.75
BAT-3043,341,1,2023-09-04,2023-08-05,2025-08-04,24,1,567.75
BAT-3044,341,4,2023-08-05,2023-07-06,2025-07-05,24,1,567.75
BAT-3045,341,2,2023-07-03,2023-06-03,2025-06-02,24,1,567.75
BAT-3046,342,3,2023-12-03,2023-11-03,2024-11-02,40,2,1017.75
BAT-3047,342,5,2023-10-31,2023-10-01,2024-09-30,40,2,1017.75
BAT-3048,342,3,2023-10-02,2023-09-02,2024-09-01,40,2,1017.75
BAT-3049,342,3,2023-09-01,2023-08-02,2024-08-01,40,2,1017.75
BAT-3050,342,3,2023-08-05,2023-07-06,2024-07-05,40,2,1017.75
BAT-3051,342,3,2023-07-04,2023-06-04,2024-06-03,40,2,1017.75
BAT-3052,343,2,2023-12-03,2023-11-03,2026-11-02,10,0,337.5
BAT-3053,343,4,2023-11-03,2023-10-04,2026-10-03,10,0,337.5
BAT-3054,343,5,2023-10-02,2023-09-02,2026-09-01,10,0,337.5
BAT-3055,343,1,2023-09-03,2023-08-04,2026-08-03,10,0,337.5
BAT-3056,343,1,2023-08-04,2023-07-05,2026-07-04,10,0,337.5
BAT-3057,343,4,2023-07-05,2023-06-05,2026-06-04,10,0,337.5
BAT-3058,344,3,2023-11-30,2023-10-31,2025-10-30,29,1,579.75
BAT-3059,344,3,2023-10-31,2023-10-01,2025-09-30,29,1,579.75
BAT-3060,344,5,2023-10-01,2023-09-01,2025-08-31,29,1,579.75
BAT-3061,344,4,2023-08-31,2023-08-01,2025-07-31,29,1,579.75
BAT-3062,344,5,2023-08-05,2023-07-06,2025-07-05,29,1,579.75
BAT-3063,344,4,2023-07-02,2023-06-02,2025-06-01,29,1,579.75
BAT-3064,345,4,2023-11-29,2023-10-30,2026-10-29,58,2,1095.75
BAT-3065,345,4,2023-11-03,2023-10-04,2026-10-03,58,2,1095.75
BAT-3066,345,5,2023-10-04,2023-09-04,2026-09-03,58,2,1095.75
BAT-3067,345,4,2023-09-01,2023-08-02,2026-08-01,58,2,1095.75
BAT-3068,345,1,2023-08-04,2023-07-05,2026-07-04,58,2,1095.75
BAT-3069,345,2,2023-07-04,2023-06-04,2026-06-03,58,2,1095.75
BAT-3070,346,1,2023-11-30,2023-10-31,2026-10-30,41,2,520.5
BAT-3071,346,4,2023-10-30,2023-09-30,2026-09-29,41,2,520.5
BAT-3072,346,4,2023-10-02,2023-09-02,2026-09-01,41,2,520.5
BAT-3073,346,2,2023-09-04,2023-08-05,2026-08-04,41,2,520.5
BAT-3074,346,2,2023-08-05,2023-07-06,2026-07-05,41,2,520.5
BAT-3075,346,1,2023-07-05,2023-06-05,2026-06-04,41,2,520.5
BAT-3076,347,3,2023-12-03,2023-11-03,2026-11-02,68,3,1112.25
BAT-3077,347,3,2023-11-03,2023-10-04,2026-10-03,68,3,1112.25
BAT-3078,347,2,2023-10-04,2023-09-04,2026-09-03,68,3,1112.25
BAT-3079,347,1,2023-09-04,2023-08-05,2026-08-04,68,3,1112.25
BAT-3080,347,1,2023-08-04,2023-07-05,2026-07-04,68,3,1112.25
BAT-3081,347,1,2023-07-03,2023-06-03,2026-06-02,68,3,1112.25
BAT-3082,348,1,2023-12-03,2023-11-03,2025-11-02,88,4,2258.25
BAT-3083,348,3,2023-11-01,2023-10-02,2025-10-01,88,4,2258.25
BAT-3084,348,4,2023-10-04,2023-09-04,2025-09-03,88,4,2258.25
BAT-3085,348,2,2023-09-01,2023-08-02,2025-08-01,88,4,2258.25
BAT-3086,348,1,2023-08-02,2023-07-03,2025-07-02,88,4,2258.25
BAT-3087,348,5,2023-07-04,2023-06-04,2025-06-03,88,4,2258.25
BAT-3088,349,3,2023-11-30,2023-10-31,2026-10-30,49,2,1072.5
BAT-3089,349,4,2023-11-02,2023-10-03,2026-10-02,49,2,1072.5
BAT-3090,349,1,2023-10-04,2023-09-04,2026-09-03,49,2,1072.5
BAT-3091,349,4,2023-09-01,2023-08-02,2026-08-01,49,2,1072.5
BAT-3092,349,2,2023-08-05,2023-07-06,2026-07-05,49,2,1072.5
BAT-3093,349,4,2023-07-02,2023-06-02,2026-06-01,49,2,1072.5
