date,product_sk_id,impression_count,page_view_count,add_to_cart_count,cart_abandonment_count,conversion_rate
2021-07-31,403,9094,927,36,21.0,1.62
2021-08-31,403,11096,1139,50,31.0,1.67
2021-09-30,403,9243,792,29,17.0,1.52
2021-10-31,403,4859,467,22,13.0,1.93
2021-11-30,403,7199,672,40,27.0,1.93
2021-12-31,403,9508,876,73,49.0,2.74
2022-01-31,403,7109,670,17,10.0,1.04
2022-02-28,403,8108,724,18,11.0,0.97
2022-03-31,403,6792,638,33,23.0,1.57
2022-04-30,403,7085,620,29,19.0,1.61
2022-05-31,403,4813,550,25,16.0,1.64
2022-06-30,403,6498,538,28,19.0,1.67
2022-07-31,403,7174,632,28,17.0,1.74
2022-08-31,403,7729,772,26,16.0,1.3
2022-09-30,403,4065,469,19,12.0,1.49
2022-10-31,403,4327,398,20,14.0,1.51
2022-11-30,403,4026,367,29,22.0,1.91
2022-12-31,403,5435,518,30,19.0,2.12
2023-01-31,403,11202,1104,45,29.0,1.45
2023-02-28,403,8452,768,34,20.0,1.82
2023-03-31,403,5881,676,33,23.0,1.48
2023-04-30,403,13020,1233,48,27.0,1.7
2023-05-31,403,6328,580,27,16.0,1.9
2023-06-30,403,8883,755,44,30.0,1.85
2023-07-31,403,8767,931,30,19.0,1.18
2023-08-31,403,9414,1005,32,19.0,1.29
2023-09-30,403,6095,602,23,14.0,1.5
2023-10-31,403,10125,982,48,31.0,1.73
2023-11-30,403,6396,614,40,25.0,2.44
2023-12-31,403,6666,644,43,25.0,2.8
2020-01-31,404,12452,847,16,11.0,0.59
2020-02-29,404,11799,673,13,9.0,0.59
2020-03-31,404,9378,648,13,9.0,0.62
2020-04-30,404,16905,966,33,24.0,0.93
2020-05-31,404,12787,775,28,21.0,0.9
2020-06-30,404,10994,683,27,22.0,0.73
2020-07-31,404,87814,1455,32,24.0,0.55
2020-08-31,404,19099,1335,32,22.0,0.75
2020-09-30,404,15329,1040,26,19.0,0.67
2020-10-31,404,19475,1118,40,26.0,1.25
2020-11-30,404,13933,833,23,14.0,1.08
2020-12-31,404,8782,544,26,21.0,0.92
2021-01-31,404,27156,1449,37,26.0,0.76
2021-02-28,404,15355,940,21,16.0,0.53
2021-03-31,404,12971,775,17,11.0,0.77
2021-04-30,404,11168,741,17,12.0,0.67
2021-05-31,404,12190,673,22,16.0,0.89
2021-06-30,404,12665,896,28,20.0,0.89
2021-07-31,404,22231,1602,39,26.0,0.81
2021-08-31,404,13749,959,23,16.0,0.73
2021-09-30,404,18988,1337,41,29.0,0.9
2021-10-31,404,13791,856,29,21.0,0.93
2021-11-30,404,10449,574,18,13.0,0.87
2021-12-31,404,16241,933,39,27.0,1.29
2022-01-31,404,12123,754,11,8.0,0.4
2022-02-28,404,14035,996,22,15.0,0.7
2022-03-31,404,9829,665,14,10.0,0.6
2022-04-30,404,9629,612,11,8.0,0.49
2022-05-31,404,102826,1322,39,28.0,0.83
2022-06-30,404,45866,887,22,16.0,0.68
2022-07-31,404,11626,784,22,17.0,0.64
2022-08-31,404,14190,906,25,18.0,0.77
2022-09-30,404,15188,869,26,19.0,0.81
2022-10-31,404,8855,419,14,13.0,0.24
2022-11-30,404,8798,523,18,13.0,0.96
2022-12-31,404,8058,500,14,10.0,0.8
2023-01-31,404,12875,904,18,12.0,0.66
2023-02-28,404,13822,964,25,17.0,0.83
2023-03-31,404,17567,1094,37,27.0,0.91
2023-04-30,404,11531,878,24,16.0,0.91
2023-05-31,404,9815,606,22,17.0,0.83
2023-06-30,404,12831,846,21,15.0,0.71
2023-07-31,404,36594,1378,37,28.0,0.65
2023-08-31,404,25566,1537,37,25.0,0.78
2023-09-30,404,14748,873,21,14.0,0.8
2023-10-31,404,14260,864,22,15.0,0.81
2023-11-30,404,84221,1134,37,26.0,0.97
2023-12-31,404,13368,737,25,16.0,1.22
2020-01-31,405,3723,428,19,13.0,1.4
2020-02-29,405,4130,442,14,8.0,1.36
2020-03-31,405,4804,453,19,12.0,1.55
2020-04-30,405,7115,669,37,24.0,1.94
2020-05-31,405,5525,550,40,26.0,2.55
2020-06-30,405,5311,622,34,22.0,1.93
2020-07-31,405,4984,579,23,13.0,1.73
2020-08-31,405,4695,564,18,12.0,1.06
2020-09-30,405,5811,597,36,25.0,1.84
2020-10-31,405,8013,803,40,22.0,2.24
2020-11-30,405,6446,722,53,32.0,2.91
2020-12-31,405,3163,305,17,10.0,2.3
2021-01-31,405,5682,595,32,21.0,1.85
2021-02-28,405,5935,574,33,23.0,1.74
2021-03-31,405,4461,505,20,12.0,1.58
2021-04-30,405,9121,888,45,27.0,2.03
2021-05-31,405,5285,491,29,18.0,2.24
2021-06-30,405,3661,430,18,12.0,1.4
2021-07-31,405,5118,556,25,16.0,1.62
2021-08-31,405,6143,683,31,19.0,1.76
2021-09-30,405,5738,643,29,18.0,1.71
2021-10-31,405,3605,419,21,11.0,2.39
2021-11-30,405,3435,413,29,20.0,2.18
2021-12-31,405,2895,304,15,9.0,1.97
2022-01-31,405,5240,578,25,15.0,1.73
2022-02-28,405,22228,524,16,11.0,0.95
2022-03-31,405,4270,390,17,10.0,1.79
2022-04-30,405,4297,542,21,12.0,1.66
2022-05-31,405,4560,545,34,20.0,2.57
2022-06-30,405,4532,518,24,16.0,1.54
2022-07-31,405,5525,637,20,12.0,1.26
2022-08-31,405,2661,327,11,7.0,1.22
2022-09-30,405,3509,415,18,11.0,1.69
2022-10-31,405,5616,554,34,23.0,1.99
2022-11-30,405,3414,330,17,10.0,2.12
2022-12-31,405,4337,390,20,11.0,2.31
2023-01-31,405,8939,650,32,19.0,2.0
2023-02-28,405,5724,622,30,18.0,1.93
2023-03-31,405,5148,598,26,15.0,1.84
2023-04-30,405,3763,425,23,15.0,1.88
2023-05-31,405,4134,505,29,19.0,1.98
2023-06-30,405,6266,726,35,20.0,2.07
2023-07-31,405,6929,717,30,18.0,1.67
2023-08-31,405,3605,403,13,8.0,1.24
2023-09-30,405,5545,625,24,13.0,1.76
2023-10-31,405,9876,860,44,24.0,2.33
2023-11-30,405,3250,325,17,12.0,1.54
2023-12-31,405,4734,420,45,34.0,2.62
2020-01-31,406,8843,714,25,15.0,1.4
2020-02-29,406,5072,416,8,6.0,0.48
2020-03-31,406,33836,880,42,30.0,1.36
2020-04-30,406,7451,572,27,18.0,1.57
2020-05-31,406,7432,773,36,25.0,1.42
2020-06-30,406,13985,1119,45,27.0,1.61
2020-07-31,406,12758,1080,43,27.0,1.48
2020-08-31,406,9281,918,39,25.0,1.53
2020-09-30,406,10790,1006,46,30.0,1.59
2020-10-31,406,5077,445,20,13.0,1.57
2020-11-30,406,7745,702,34,19.0,2.14
2020-12-31,406,5938,617,36,21.0,2.43
2021-01-31,406,10127,937,36,23.0,1.39
2021-02-28,406,8642,851,38,24.0,1.65
2021-03-31,406,10332,925,41,25.0,1.73
2021-04-30,406,7814,577,34,24.0,1.73
2021-05-31,406,12557,958,54,36.0,1.88
2021-06-30,406,9609,856,40,28.0,1.4
2021-07-31,406,12400,1061,44,27.0,1.6
2021-08-31,406,13007,1225,50,31.0,1.55
2021-09-30,406,13950,1222,62,41.0,1.72
2021-10-31,406,35684,742,28,18.0,1.35
2021-11-30,406,7090,634,34,20.0,2.21
2021-12-31,406,23771,670,33,21.0,1.79
2022-01-31,406,9268,861,53,41.0,1.39
2022-02-28,406,8077,774,24,15.0,1.16
2022-03-31,406,5765,510,26,19.0,1.37
2022-04-30,406,5296,479,19,13.0,1.25
2022-05-31,406,7974,719,32,21.0,1.53
2022-06-30,406,6195,513,17,11.0,1.17
2022-07-31,406,36096,798,22,14.0,1.0
2022-08-31,406,9678,738,21,12.0,1.22
2022-09-30,406,6409,596,21,14.0,1.17
2022-10-31,406,5290,475,22,15.0,1.47
2022-11-30,406,5972,518,33,23.0,1.93
2022-12-31,406,3371,281,16,12.0,1.42
2023-01-31,406,12744,1027,46,31.0,1.46
2023-02-28,406,17119,1197,53,33.0,1.67
2023-03-31,406,65503,1355,45,29.0,1.18
2023-04-30,406,8468,812,28,17.0,1.35
2023-05-31,406,9185,839,32,19.0,1.55
2023-06-30,406,6228,627,28,19.0,1.44
2023-07-31,406,9859,786,32,21.0,1.4
2023-08-31,406,9274,818,32,20.0,1.47
2023-09-30,406,11097,1265,46,25.0,1.66
2023-10-31,406,40430,789,34,25.0,1.14
2023-11-30,406,8186,657,37,24.0,1.98
2023-12-31,406,6851,574,32,18.0,2.44
2020-01-31,407,3118,376,11,7.0,1.06
2020-02-29,407,3510,402,16,9.0,1.74
2020-03-31,407,2833,352,14,9.0,1.42
2020-04-30,407,7823,696,45,30.0,2.16
2020-05-31,407,3615,377,19,14.0,1.33
2020-06-30,407,6107,740,30,17.0,1.76
2020-07-31,407,6107,689,29,16.0,1.89
2020-08-31,407,6790,732,20,11.0,1.23
2020-09-30,407,6184,671,43,27.0,2.38
2020-10-31,407,18106,704,37,23.0,1.99
2020-11-30,407,4213,424,34,23.0,2.59
2020-12-31,407,2492,324,24,14.0,3.09
2021-01-31,407,4357,527,20,11.0,1.71
2021-02-28,407,9358,999,35,20.0,1.5
2021-03-31,407,5591,557,21,11.0,1.8
2021-04-30,407,5345,612,48,34.0,2.29
2021-05-31,407,3808,461,25,16.0,1.95
2021-06-30,407,5985,687,39,23.0,2.33
2021-07-31,407,39493,996,36,21.0,1.51
2021-08-31,407,5197,597,36,22.0,2.35
2021-09-30,407,5662,647,36,21.0,2.32
2021-10-31,407,1866,248,9,6.0,1.21
2021-11-30,407,2844,346,19,11.0,2.31
2021-12-31,407,5350,612,56,36.0,3.27
2022-01-31,407,4259,414,15,9.0,1.45
2022-02-28,407,2866,301,12,8.0,1.33
2022-03-31,407,4127,443,32,24.0,1.81
2022-04-30,407,5283,537,21,12.0,1.68
2022-05-31,407,4909,424,25,16.0,2.12
2022-06-30,407,3174,362,18,13.0,1.38
2022-07-31,407,4684,452,17,11.0,1.33
2022-08-31,407,3239,427,16,10.0,1.41
2022-09-30,407,2497,307,13,9.0,1.3
2022-10-31,407,3720,447,21,12.0,2.01
2022-11-30,407,2312,286,13,7.0,2.1
2022-12-31,407,1647,210,11,7.0,1.9
2023-01-31,407,30185,854,30,18.0,1.41
2023-02-28,407,4780,554,24,14.0,1.81
2023-03-31,407,3143,368,18,13.0,1.36
2023-04-30,407,5383,659,22,13.0,1.37
2023-05-31,407,2432,278,10,7.0,1.08
2023-06-30,407,5508,608,31,19.0,1.97
2023-07-31,407,4962,496,18,10.0,1.61
2023-08-31,407,3983,478,22,14.0,1.67
2023-09-30,407,4429,414,23,15.0,1.93
2023-10-31,407,4870,571,33,19.0,2.45
2023-11-30,407,3987,452,37,25.0,2.65
2023-12-31,407,2309,233,12,7.0,2.15
2020-01-31,408,10838,742,24,16.0,1.08
2020-02-29,408,5194,572,21,14.0,1.22
2020-03-31,408,3360,307,9,6.0,0.98
2020-04-30,408,8651,711,32,22.0,1.41
2020-05-31,408,5862,556,23,15.0,1.44
2020-06-30,408,6190,543,25,18.0,1.29
2020-07-31,408,5127,535,15,10.0,0.93
2020-08-31,408,6802,656,20,13.0,1.07
2020-09-30,408,6614,622,30,20.0,1.61
2020-10-31,408,4176,338,19,15.0,1.18
2020-11-30,408,3663,346,15,9.0,1.73
2020-12-31,408,4803,361,31,23.0,2.22
2021-01-31,408,9062,778,26,16.0,1.29
2021-02-28,408,6609,683,24,15.0,1.32
2021-03-31,408,5657,512,17,11.0,1.17
2021-04-30,408,8175,696,32,20.0,1.72
2021-05-31,408,5900,675,35,21.0,2.07
2021-06-30,408,8143,611,29,20.0,1.47
2021-07-31,408,5924,595,28,20.0,1.34
2021-08-31,408,8778,789,36,25.0,1.39
2021-09-30,408,5297,547,23,15.0,1.46
2021-10-31,408,7051,619,31,20.0,1.78
2021-11-30,408,3344,344,20,15.0,1.45
2021-12-31,408,4443,492,22,12.0,2.03
2022-01-31,408,7498,611,19,13.0,0.98
2022-02-28,408,3977,408,9,6.0,0.74
2022-03-31,408,3044,304,12,8.0,1.32
2022-04-30,408,4980,485,20,13.0,1.44
2022-05-31,408,3711,295,15,12.0,1.02
2022-06-30,408,4514,477,20,13.0,1.47
2022-07-31,408,4150,393,10,7.0,0.76
2022-08-31,408,5054,524,42,35.0,1.34
2022-09-30,408,4247,382,12,8.0,1.05
2022-10-31,408,4267,356,15,10.0,1.4
2022-11-30,408,2746,250,12,9.0,1.2
2022-12-31,408,3079,290,22,17.0,1.72
2023-01-31,408,6321,575,27,19.0,1.39
2023-02-28,408,5556,522,21,14.0,1.34
2023-03-31,408,5523,546,23,15.0,1.47
2023-04-30,408,6359,577,26,18.0,1.39
2023-05-31,408,5274,482,23,16.0,1.45
2023-06-30,408,4885,468,15,9.0,1.28
2023-07-31,408,7279,663,21,13.0,1.21
2023-08-31,408,9005,884,40,26.0,1.58
2023-09-30,408,6983,536,20,13.0,1.31
2023-10-31,408,5107,495,17,10.0,1.41
2023-11-30,408,4671,404,24,17.0,1.73
2023-12-31,408,4260,440,20,12.0,1.82
2020-01-31,409,5944,627,27,17.0,1.59
2020-02-29,409,9053,961,46,27.0,1.98
2020-03-31,409,6949,703,26,16.0,1.42
2020-04-30,409,5804,634,24,15.0,1.42
2020-05-31,409,8723,924,43,23.0,2.16
2020-06-30,409,8831,855,35,19.0,1.87
2020-07-31,409,8233,913,37,21.0,1.75
2020-08-31,409,6094,610,26,16.0,1.64
2020-09-30,409,8017,700,40,25.0,2.14
2020-10-31,409,7769,819,49,32.0,2.08
2020-11-30,409,4443,467,35,22.0,2.78
2020-12-31,409,7846,741,50,31.0,2.56
2021-01-31,409,11882,1253,61,35.0,2.08
2021-02-28,409,7994,764,32,19.0,1.7
2021-03-31,409,6990,681,33,21.0,1.76
2021-04-30,409,7524,810,31,17.0,1.73
2021-05-31,409,8567,815,43,26.0,2.09
2021-06-30,409,8474,877,54,35.0,2.17
2021-07-31,409,9528,1051,49,29.0,1.9
2021-08-31,409,8908,984,35,19.0,1.63
2021-09-30,409,11260,1232,67,43.0,1.95
2021-10-31,409,7851,801,42,26.0,2.0
2021-11-30,409,5629,579,40,26.0,2.42
2021-12-31,409,6844,651,45,26.0,2.92
2022-01-31,409,4188,508,16,9.0,1.38
2022-02-28,409,5789,655,31,20.0,1.68
2022-03-31,409,3559,358,19,14.0,1.4
2022-04-30,409,4616,505,26,16.0,1.98
2022-05-31,409,3834,397,29,22.0,1.76
2022-06-30,409,5394,542,26,16.0,1.85
2022-07-31,409,4763,479,26,20.0,1.25
2022-08-31,409,8944,664,23,13.0,1.51
2022-09-30,409,10114,1068,37,22.0,1.4
2022-10-31,409,6213,568,39,26.0,2.29
2022-11-30,409,3285,349,20,12.0,2.29
2022-12-31,409,3622,411,19,10.0,2.19
2023-01-31,409,11536,1123,46,25.0,1.87
2023-02-28,409,9944,848,41,27.0,1.65
2023-03-31,409,7233,676,34,22.0,1.78
2023-04-30,409,8633,811,39,24.0,1.85
2023-05-31,409,8828,895,49,28.0,2.35
2023-06-30,409,8427,975,58,35.0,2.36
2023-07-31,409,8919,882,27,16.0,1.25
2023-08-31,409,12963,1378,58,34.0,1.74
2023-09-30,409,7325,729,47,33.0,1.92
2023-10-31,409,8093,838,48,28.0,2.39
2023-11-30,409,6850,645,41,22.0,2.95
2023-12-31,409,5742,645,43,25.0,2.79
2020-01-31,410,3837,468,40,29.0,2.35
2020-02-29,410,3540,454,19,13.0,1.32
2020-03-31,410,3533,398,21,13.0,2.01
2020-04-30,410,8489,968,51,25.0,2.69
2020-05-31,410,5967,727,51,28.0,3.16
2020-06-30,410,4742,656,41,24.0,2.59
2020-07-31,410,6878,856,45,25.0,2.34
2020-08-31,410,6968,875,43,25.0,2.06
2020-09-30,410,9772,881,54,34.0,2.27
2020-10-31,410,4089,488,35,21.0,2.87
2020-11-30,410,6982,699,47,28.0,2.72
2020-12-31,410,4111,533,46,24.0,4.13
2021-01-31,410,9655,1091,53,28.0,2.29
2021-02-28,410,4715,674,37,23.0,2.08
2021-03-31,410,4586,658,38,21.0,2.58
2021-04-30,410,5785,717,44,24.0,2.79
2021-05-31,410,4382,539,33,18.0,2.78
2021-06-30,410,34951,823,43,24.0,2.31
2021-07-31,410,4600,683,43,24.0,2.78
2021-08-31,410,8441,1046,52,27.0,2.39
2021-09-30,410,5583,699,42,22.0,2.86
2021-10-31,410,3202,444,34,20.0,3.15
2021-11-30,410,3651,514,52,33.0,3.7
2021-12-31,410,3345,467,39,20.0,4.07
2022-01-31,410,3100,279,9,6.0,1.08
2022-02-28,410,6015,689,26,14.0,1.74
2022-03-31,410,4105,487,38,23.0,3.08
2022-04-30,410,4588,554,39,24.0,2.71
2022-05-31,410,3155,368,24,17.0,1.9
2022-06-30,410,4690,586,31,17.0,2.39
2022-07-31,410,4883,581,32,20.0,2.07
2022-08-31,410,3608,454,17,10.0,1.54
2022-09-30,410,3500,391,20,12.0,2.05
2022-10-31,410,3489,475,29,17.0,2.53
2022-11-30,410,2249,242,13,7.0,2.48
2022-12-31,410,4303,491,36,21.0,3.05
2023-01-31,410,6716,1029,46,25.0,2.04
2023-02-28,410,4900,651,30,17.0,2.0
2023-03-31,410,4214,551,38,24.0,2.54
2023-04-30,410,4840,640,38,20.0,2.81
2023-05-31,410,4589,548,34,20.0,2.55
2023-06-30,410,5171,668,35,18.0,2.54
2023-07-31,410,7587,974,49,28.0,2.16
2023-08-31,410,31674,1296,58,35.0,1.77
2023-09-30,410,3217,481,34,21.0,2.7
2023-10-31,410,6184,658,43,22.0,3.19
2023-11-30,410,4299,609,44,25.0,3.12
2023-12-31,410,6794,744,67,36.0,4.17
2020-01-31,411,2983,381,20,15.0,1.31
2020-02-29,411,4047,529,19,11.0,1.51
2020-03-31,411,2855,306,10,6.0,1.31
2020-04-30,411,3726,426,21,13.0,1.88
2020-05-31,411,4748,530,32,22.0,1.89
2020-06-30,411,3006,389,18,11.0,1.8
2020-07-31,411,4180,558,23,13.0,1.79
2020-08-31,411,3290,358,8,5.0,0.84
2020-09-30,411,4423,571,23,14.0,1.58
2020-10-31,411,3697,411,28,20.0,1.95
2020-11-30,411,3862,361,20,12.0,2.22
2020-12-31,411,3055,368,22,14.0,2.17
2021-01-31,411,21309,716,23,14.0,1.26
2021-02-28,411,18667,426,10,7.0,0.7
2021-03-31,411,4486,529,27,16.0,2.08
2021-04-30,411,3077,333,11,7.0,1.2
2021-05-31,411,5878,589,34,19.0,2.55
2021-06-30,411,4450,462,24,13.0,2.38
2021-07-31,411,4951,530,35,24.0,2.08
2021-08-31,411,3794,522,20,11.0,1.72
2021-09-30,411,3353,362,15,9.0,1.66
2021-10-31,411,2380,315,14,8.0,1.9
2021-11-30,411,4294,379,18,9.0,2.37
2021-12-31,411,1596,157,8,6.0,1.27
2022-01-31,411,5108,518,20,12.0,1.54
2022-02-28,411,3297,365,13,9.0,1.1
2022-03-31,411,4755,496,17,10.0,1.41
2022-04-30,411,5182,527,24,16.0,1.52
2022-05-31,411,3268,368,19,12.0,1.9
2022-06-30,411,3523,379,26,18.0,2.11
2022-07-31,411,5623,561,20,13.0,1.25
2022-08-31,411,6807,603,25,17.0,1.33
2022-09-30,411,3346,351,15,10.0,1.42
2022-10-31,411,3857,381,18,11.0,1.84
2022-11-30,411,2881,330,19,12.0,2.12
2022-12-31,411,13637,352,16,10.0,1.7
2023-01-31,411,8988,1026,38,20.0,1.75
2023-02-28,411,7550,805,28,16.0,1.49
2023-03-31,411,5385,615,32,20.0,1.95
2023-04-30,411,3421,430,22,13.0,2.09
2023-05-31,411,4082,499,27,16.0,2.2
2023-06-30,411,5180,512,25,16.0,1.76
2023-07-31,411,4242,408,16,10.0,1.47
2023-08-31,411,7440,726,43,29.0,1.93
2023-09-30,411,2189,281,8,5.0,1.07
2023-10-31,411,3186,409,21,13.0,1.96
2023-11-30,411,4191,484,27,14.0,2.69
2023-12-31,411,2227,268,25,19.0,2.24
2020-01-31,412,6702,568,30,24.0,1.06
2020-02-29,412,5668,572,19,12.0,1.22
2020-03-31,412,4085,348,22,19.0,0.86
2020-04-30,412,4904,476,21,14.0,1.47
2020-05-31,412,4387,431,15,10.0,1.16
2020-06-30,412,2663,243,6,5.0,0.41
2020-07-31,412,6844,749,31,20.0,1.47
2020-08-31,412,24553,752,34,25.0,1.2
2020-09-30,412,4307,473,17,10.0,1.48
2020-10-31,412,5335,444,22,17.0,1.13
2020-11-30,412,3340,358,18,12.0,1.68
2020-12-31,412,3371,279,14,9.0,1.79
2021-01-31,412,6643,510,20,14.0,1.18
2021-02-28,412,5615,490,9,6.0,0.61
2021-03-31,412,5421,443,18,12.0,1.35
2021-04-30,412,5387,512,14,9.0,0.98
2021-05-31,412,6225,550,31,22.0,1.64
2021-06-30,412,7634,754,31,19.0,1.59
2021-07-31,412,3478,376,9,6.0,0.8
2021-08-31,412,8740,673,28,18.0,1.49
2021-09-30,412,3945,399,17,12.0,1.25
2021-10-31,412,4235,416,15,10.0,1.2
2021-11-30,412,3911,365,13,8.0,1.37
2021-12-31,412,4400,437,23,14.0,2.06
2022-01-31,412,6419,598,22,16.0,1.0
2022-02-28,412,3828,372,9,7.0,0.54
2022-03-31,412,6905,585,21,14.0,1.2
2022-04-30,412,4655,424,11,7.0,0.94
2022-05-31,412,3920,366,14,11.0,0.82
2022-06-30,412,5119,401,13,10.0,0.75
2022-07-31,412,4045,390,8,5.0,0.77
2022-08-31,412,4581,475,11,7.0,0.84
2022-09-30,412,26318,484,12,9.0,0.62
2022-10-31,412,2974,274,8,6.0,0.73
2022-11-30,412,3344,314,14,9.0,1.59
2022-12-31,412,3590,313,10,7.0,0.96
2023-01-31,412,3337,291,3,2.0,0.34
2023-02-28,412,2989,253,4,3.0,0.4
2023-03-31,412,3616,387,15,11.0,1.03
2023-04-30,412,5990,521,20,13.0,1.34
2023-05-31,412,5697,544,24,16.0,1.47
2023-06-30,412,8652,705,24,14.0,1.42
2023-07-31,412,9249,733,25,17.0,1.09
2023-08-31,412,9019,739,20,12.0,1.08
2023-09-30,412,3331,332,11,7.0,1.2
2023-10-31,412,4682,489,18,11.0,1.43
2023-11-30,412,5882,489,24,15.0,1.84
2023-12-31,412,5650,546,25,15.0,1.83
2020-01-31,413,3314,436,26,15.0,2.52
2020-02-29,413,4265,476,28,14.0,2.94
2020-03-31,413,3740,511,32,16.0,3.13
2020-04-30,413,3317,460,25,14.0,2.39
2020-05-31,413,4405,516,34,19.0,2.91
2020-06-30,413,4604,681,37,19.0,2.64
2020-07-31,413,3898,539,33,19.0,2.6
2020-08-31,413,4870,702,37,18.0,2.71
2020-09-30,413,4842,638,39,21.0,2.82
2020-10-31,413,3604,514,37,20.0,3.31
2020-11-30,413,2476,407,40,21.0,4.67
2020-12-31,413,3356,455,38,19.0,4.18
2021-01-31,413,5695,745,53,32.0,2.82
2021-02-28,413,4038,696,37,18.0,2.73
2021-03-31,413,6341,703,44,23.0,2.99
2021-04-30,413,6362,929,60,32.0,3.01
2021-05-31,413,16889,778,43,25.0,2.31
2021-06-30,413,5578,780,44,21.0,2.95
2021-07-31,413,5489,869,50,27.0,2.65
2021-08-31,413,4748,645,38,22.0,2.48
2021-09-30,413,4095,610,45,25.0,3.28
2021-10-31,413,20201,684,48,29.0,2.78
2021-11-30,413,2659,407,24,12.0,2.95
2021-12-31,413,2722,366,37,19.0,4.92
2022-01-31,413,3611,565,27,17.0,1.77
2022-02-28,413,2506,358,15,9.0,1.68
2022-03-31,413,1945,304,12,6.0,1.97
2022-04-30,413,2399,286,17,12.0,1.75
2022-05-31,413,3769,510,39,23.0,3.14
2022-06-30,413,2028,268,9,5.0,1.49
2022-07-31,413,5611,786,44,23.0,2.67
2022-08-31,413,3707,522,29,15.0,2.68
2022-09-30,413,2979,394,29,17.0,3.05
2022-10-31,413,3151,480,26,14.0,2.5
2022-11-30,413,3091,436,33,18.0,3.44
2022-12-31,413,2920,411,37,19.0,4.38
2023-01-31,413,5074,727,45,24.0,2.89
2023-02-28,413,32038,1055,56,35.0,1.99
2023-03-31,413,5419,708,38,20.0,2.54
2023-04-30,413,8027,1128,64,32.0,2.84
2023-05-31,413,5647,691,37,17.0,2.89
2023-06-30,413,4665,637,35,19.0,2.51
2023-07-31,413,4485,568,33,19.0,2.46
2023-08-31,413,4392,533,31,18.0,2.44
2023-09-30,413,4097,504,36,20.0,3.17
2023-10-31,413,4378,622,51,30.0,3.38
2023-11-30,413,2973,444,33,15.0,4.05
2023-12-31,413,3132,435,46,24.0,5.06
2020-01-31,414,12328,593,7,6.0,0.17
2020-02-29,414,22478,1122,23,16.0,0.62
2020-03-31,414,9707,519,6,5.0,0.19
2020-04-30,414,8039,413,5,5.0,0.0
2020-05-31,414,20025,932,24,17.0,0.75
2020-06-30,414,11254,627,11,8.0,0.48
2020-07-31,414,18835,1084,24,19.0,0.46
2020-08-31,414,16045,902,18,14.0,0.44
2020-09-30,414,16922,951,21,15.0,0.63
2020-10-31,414,14702,852,16,11.0,0.59
2020-11-30,414,11713,583,18,14.0,0.69
2020-12-31,414,47471,737,14,10.0,0.54
2021-01-31,414,18738,1044,23,17.0,0.57
2021-02-28,414,22943,1027,23,19.0,0.39
2021-03-31,414,13026,629,26,22.0,0.64
2021-04-30,414,18607,1098,18,11.0,0.64
2021-05-31,414,21663,930,24,17.0,0.75
2021-06-30,414,19010,1057,25,19.0,0.57
2021-07-31,414,14539,911,11,7.0,0.44
2021-08-31,414,16769,872,20,16.0,0.46
2021-09-30,414,18699,1040,22,17.0,0.48
2021-10-31,414,15313,762,22,16.0,0.79
2021-11-30,414,11433,601,8,5.0,0.5
2021-12-31,414,12304,728,22,16.0,0.82
2022-01-31,414,11968,631,8,6.0,0.32
2022-02-28,414,13779,767,6,4.0,0.26
2022-03-31,414,12083,531,9,7.0,0.38
2022-04-30,414,10450,580,18,16.0,0.34
2022-05-31,414,12905,762,17,12.0,0.66
2022-06-30,414,12239,616,9,8.0,0.16
2022-07-31,414,12599,621,8,6.0,0.32
2022-08-31,414,17520,917,17,13.0,0.44
2022-09-30,414,9152,553,7,5.0,0.36
2022-10-31,414,14820,895,23,17.0,0.67
2022-11-30,414,10800,634,14,10.0,0.63
2022-12-31,414,6564,364,12,11.0,0.27
2023-01-31,414,17882,1025,23,16.0,0.68
2023-02-28,414,12446,621,10,7.0,0.48
2023-03-31,414,11769,711,18,13.0,0.7
2023-04-30,414,16421,942,15,11.0,0.42
2023-05-31,414,113407,1166,25,18.0,0.6
2023-06-30,414,18994,986,22,16.0,0.61
2023-07-31,414,15607,891,19,14.0,0.56
2023-08-31,414,17705,871,15,11.0,0.46
2023-09-30,414,10828,571,9,7.0,0.35
2023-10-31,414,17396,934,25,19.0,0.64
2023-11-30,414,11019,527,9,6.0,0.57
2023-12-31,414,5835,325,4,3.0,0.31
2020-01-31,415,7882,738,22,13.0,1.22
2020-02-29,415,9420,861,29,19.0,1.16
2020-03-31,415,8256,664,33,24.0,1.36
2020-04-30,415,9310,692,27,19.0,1.16
2020-05-31,415,8755,801,50,34.0,2.0
2020-06-30,415,13779,987,43,27.0,1.62
2020-07-31,415,16417,1352,65,43.0,1.63
2020-08-31,415,17715,1495,50,32.0,1.2
2020-09-30,415,9539,776,28,18.0,1.29
2020-10-31,415,10304,832,44,29.0,1.8
2020-11-30,415,5893,512,25,16.0,1.76
2020-12-31,415,7394,614,32,19.0,2.12
2021-01-31,415,11376,898,31,18.0,1.45
2021-02-28,415,11899,846,36,23.0,1.54
2021-03-31,415,9736,910,30,19.0,1.21
2021-04-30,415,11251,955,42,26.0,1.68
2021-05-31,415,9981,822,35,24.0,1.34
2021-06-30,415,14126,1017,27,16.0,1.08
2021-07-31,415,12145,1032,35,23.0,1.16
2021-08-31,415,17603,1340,59,39.0,1.49
2021-09-30,415,8066,730,19,11.0,1.1
