review_id,product_sk_id,customer_id,rating_stars,review_text,sentiment_score,return_reason_tag,review_date
1874,656,26584,5,Great value for money.,1.0,,2021-05-22
3373,168,17121,1,Waste of money.,-1.0,Damaged,2021-05-23
4474,850,1904,5,Highly recommended.,1.0,,2021-05-23
3051,794,28469,1,Complete scam.,-1.0,Not as Described,2021-05-23
1052,749,30359,5,Absolutely love it!,1.0,,2021-05-23
3279,148,11106,1,Terrible experience.,-1.0,Not as Described,2021-05-23
906,1086,31105,2,Not as advertised.,-0.5,Not as Described,2021-05-23
1697,1163,46460,5,Five stars!,1.0,,2021-05-23
3410,1078,46322,3,Packaging was damaged.,0.0,,2021-05-24
2912,30,21580,5,Will definitely buy again.,1.0,,2021-05-24
4074,159,12775,4,Satisfied with the purchase.,0.5,,2021-05-24
2084,1184,8162,5,Will definitely buy again.,1.0,,2021-05-24
3824,103,39183,5,Highly recommended.,1.0,,2021-05-24
1171,235,34453,5,"Fast shipping, product as described.",1.0,,2021-05-25
1733,927,30029,1,Terrible experience.,-1.0,Quality Issue,2021-05-26
2696,470,43060,5,Highly recommended.,1.0,,2021-05-26
1735,218,46665,5,Excellent quality.,1.0,,2021-05-26
800,963,3156,5,Five stars!,1.0,,2021-05-26
4742,1007,9143,1,Waste of money.,-1.0,Not as Described,2021-05-27
3457,938,32494,3,Packaging was damaged.,0.0,,2021-05-27
4310,334,33571,5,"Fast shipping, product as described.",1.0,,2021-05-27
4516,815,2855,3,Mixed feelings.,0.0,,2021-05-27
4078,757,36096,5,Highly recommended.,1.0,,2021-05-27
4900,936,28469,5,Absolutely love it!,1.0,,2021-05-28
213,785,8367,4,Good value.,0.5,,2021-05-28
4102,220,12463,3,"Does the job, but nothing special.",0.0,,2021-05-28
3970,327,1325,4,Satisfied with the purchase.,0.5,,2021-05-28
632,1165,9130,3,Mixed feelings.,0.0,,2021-05-28
136,799,39549,3,Packaging was damaged.,0.0,,2021-05-28
3273,380,48871,5,Best purchase ever.,1.0,,2021-05-29
824,999,35099,1,Terrible experience.,-1.0,Quality Issue,2021-05-29
2186,208,41963,5,Exceeded my expectations.,1.0,,2021-05-29
3130,572,36781,5,Works perfectly.,1.0,,2021-05-30
1651,992,29466,4,Good value.,0.5,,2021-05-30
2760,555,8511,2,Below average.,-0.5,Late Delivery,2021-05-30
4693,393,7499,5,Works perfectly.,1.0,,2021-05-30
2693,1037,29736,5,Excellent quality.,1.0,,2021-05-30
3167,904,6276,3,Packaging was damaged.,0.0,,2021-05-31
290,46,34645,5,Works perfectly.,1.0,,2021-05-31
4981,470,44196,4,Satisfied with the purchase.,0.5,,2021-05-31
3299,601,31106,5,Highly recommended.,1.0,,2021-06-01
2707,377,20708,2,Poor quality material.,-0.5,Wrong Item,2021-06-01
4120,570,26694,4,"Nice, but expected slightly better quality.",0.5,,2021-06-01
3719,108,48764,5,Absolutely love it!,1.0,,2021-06-01
1329,830,21981,4,Solid performance.,0.5,,2021-06-01
1932,1152,19629,5,Excellent quality.,1.0,,2021-06-02
1873,885,2777,5,Highly recommended.,1.0,,2021-06-02
4489,992,49112,4,"Good product, but delivery was slow.",0.5,,2021-06-02
4610,1099,18472,5,Works perfectly.,1.0,,2021-06-03
3363,872,46799,3,"It's okay, not great.",0.0,,2021-06-03
4974,236,46278,2,Disappointed.,-0.5,Damaged,2021-06-03
4237,141,20014,5,Exceeded my expectations.,1.0,,2021-06-03
1381,826,15264,5,Will definitely buy again.,1.0,,2021-06-04
4319,840,34645,2,Not as advertised.,-0.5,Quality Issue,2021-06-04
3353,1241,1618,4,"Good product, but delivery was slow.",0.5,,2021-06-04
1237,880,31820,5,"Fast shipping, product as described.",1.0,,2021-06-04
572,930,11106,5,Will definitely buy again.,1.0,,2021-06-05
3275,410,9941,3,You get what you pay for.,0.0,,2021-06-05
1578,186,32220,3,"It's okay, not great.",0.0,,2021-06-06
3344,422,41182,5,"Fast shipping, product as described.",1.0,,2021-06-07
3750,365,22926,4,Decent item for the price.,0.5,,2021-06-08
4994,6,7354,4,Good value.,0.5,,2021-06-08
1837,758,21402,3,Average quality.,0.0,,2021-06-08
3595,460,44742,5,Will definitely buy again.,1.0,,2021-06-08
3506,1129,4236,5,Five stars!,1.0,,2021-06-08
4182,512,9029,5,Five stars!,1.0,,2021-06-09
1606,515,16281,5,Great value for money.,1.0,,2021-06-09
2769,1088,5629,5,Excellent quality.,1.0,,2021-06-09
2853,895,23291,5,"Fast shipping, product as described.",1.0,,2021-06-10
4459,911,12063,5,Excellent quality.,1.0,,2021-06-11
3101,238,23833,5,Great value for money.,1.0,,2021-06-11
699,1113,6276,5,Great value for money.,1.0,,2021-06-11
2688,641,15425,4,Satisfied with the purchase.,0.5,,2021-06-12
512,737,26333,2,Poor quality material.,-0.5,Late Delivery,2021-06-12
3135,266,37218,4,"Pretty good, does the job.",0.5,,2021-06-12
4279,488,28204,5,Excellent quality.,1.0,,2021-06-12
1182,531,32201,3,Mixed feelings.,0.0,,2021-06-12
1493,266,29662,5,"Fast shipping, product as described.",1.0,,2021-06-12
1105,506,10813,2,Not as advertised.,-0.5,Damaged,2021-06-12
3231,512,16362,5,Highly recommended.,1.0,,2021-06-13
503,1180,20252,2,Not as advertised.,-0.5,Late Delivery,2021-06-13
4533,548,37499,4,Satisfied with the purchase.,0.5,,2021-06-13
4452,540,30011,5,Excellent quality.,1.0,,2021-06-13
4211,411,5499,5,Will definitely buy again.,1.0,,2021-06-13
564,1161,1389,4,Good value.,0.5,,2021-06-14
2668,938,9187,5,Great value for money.,1.0,,2021-06-14
3469,462,15482,5,Will definitely buy again.,1.0,,2021-06-14
2025,466,45622,4,Solid performance.,0.5,,2021-06-14
1559,1157,18683,5,Will definitely buy again.,1.0,,2021-06-14
4787,895,41329,5,Great value for money.,1.0,,2021-06-15
2594,200,1725,4,"Pretty good, does the job.",0.5,,2021-06-15
4099,709,27828,5,Absolutely love it!,1.0,,2021-06-15
4978,538,2594,5,Best purchase ever.,1.0,,2021-06-16
1420,499,18626,5,Excellent quality.,1.0,,2021-06-16
2964,394,29604,5,Great value for money.,1.0,,2021-06-16
2541,663,20911,5,Five stars!,1.0,,2021-06-16
2080,966,36027,5,Exceeded my expectations.,1.0,,2021-06-17
4523,358,32199,5,Works perfectly.,1.0,,2021-06-18
1278,1081,21803,5,Excellent quality.,1.0,,2021-06-18
4189,1019,45734,3,Average quality.,0.0,,2021-06-18
1624,132,35258,1,Complete scam.,-1.0,Wrong Item,2021-06-18
3252,236,26608,5,Five stars!,1.0,,2021-06-18
4923,556,26168,3,"It's okay, not great.",0.0,,2021-06-18
4764,1242,9822,4,"Good product, but delivery was slow.",0.5,,2021-06-19
3002,703,8032,5,Five stars!,1.0,,2021-06-19
920,972,47548,5,"Fast shipping, product as described.",1.0,,2021-06-19
3288,458,28622,4,Good value.,0.5,,2021-06-19
4373,1080,49545,5,Absolutely love it!,1.0,,2021-06-20
2207,271,6825,4,"Nice, but expected slightly better quality.",0.5,,2021-06-20
890,1059,30011,5,Absolutely love it!,1.0,,2021-06-20
1428,102,2228,5,Exceeded my expectations.,1.0,,2021-06-20
3966,490,8264,3,Packaging was damaged.,0.0,,2021-06-20
2841,1000,16259,4,Solid performance.,0.5,,2021-06-20
3542,73,6434,5,"Fast shipping, product as described.",1.0,,2021-06-21
2346,480,5608,5,Will definitely buy again.,1.0,,2021-06-21
1393,429,12135,5,Exceeded my expectations.,1.0,,2021-06-21
1519,1209,44795,5,"Fast shipping, product as described.",1.0,,2021-06-22
1475,32,39176,4,Satisfied with the purchase.,0.5,,2021-06-22
3663,540,34989,3,You get what you pay for.,0.0,,2021-06-22
3612,608,31950,1,Terrible experience.,-1.0,Late Delivery,2021-06-22
840,413,1695,5,Excellent quality.,1.0,,2021-06-22
2312,230,22467,2,Stopped working after a week.,-0.5,Wrong Item,2021-06-22
133,685,10918,4,"Good product, but delivery was slow.",0.5,,2021-06-23
515,1233,48488,5,Exceeded my expectations.,1.0,,2021-06-23
4540,158,6825,5,Five stars!,1.0,,2021-06-23
4881,1085,41843,2,Disappointed.,-0.5,Late Delivery,2021-06-23
2976,601,45106,4,"Pretty good, does the job.",0.5,,2021-06-23
3502,205,46390,4,Decent item for the price.,0.5,,2021-06-23
4834,1173,22367,5,"Fast shipping, product as described.",1.0,,2021-06-24
202,853,30349,5,Excellent quality.,1.0,,2021-06-24
2184,88,22467,5,"Fast shipping, product as described.",1.0,,2021-06-24
1778,123,5811,4,Satisfied with the purchase.,0.5,,2021-06-24
4155,1176,1275,3,Average quality.,0.0,,2021-06-24
2149,961,29727,5,Five stars!,1.0,,2021-06-25
2158,287,6311,5,Five stars!,1.0,,2021-06-25
854,322,47364,1,Worst product I've bought.,-1.0,Not as Described,2021-06-25
2215,1210,24612,3,Average quality.,0.0,,2021-06-25
3951,60,9747,5,Excellent quality.,1.0,,2021-06-26
948,405,27748,3,You get what you pay for.,0.0,,2021-06-26
927,538,6286,5,Exceeded my expectations.,1.0,,2021-06-26
923,929,15373,3,"It's okay, not great.",0.0,,2021-06-26
3684,233,7193,4,Satisfied with the purchase.,0.5,,2021-06-26
616,178,19689,5,Works perfectly.,1.0,,2021-06-26
4593,96,47031,4,"Pretty good, does the job.",0.5,,2021-06-27
1259,848,9818,3,"It's okay, not great.",0.0,,2021-06-27
255,930,49692,5,Excellent quality.,1.0,,2021-06-27
4790,224,34896,5,Five stars!,1.0,,2021-06-27
4892,124,28178,5,Will definitely buy again.,1.0,,2021-06-27
2450,362,27360,1,Customer service was unhelpful.,-1.0,Not as Described,2021-06-28
1753,714,11518,5,Five stars!,1.0,,2021-06-28
2052,180,36994,4,Solid performance.,0.5,,2021-06-28
2475,25,46338,2,Below average.,-0.5,Late Delivery,2021-06-28
4611,1173,12830,4,"Pretty good, does the job.",0.5,,2021-06-28
1346,871,8757,4,Satisfied with the purchase.,0.5,,2021-06-28
2033,567,15036,4,"Pretty good, does the job.",0.5,,2021-06-29
4335,916,2419,5,Absolutely love it!,1.0,,2021-06-29
4441,536,43912,5,"Fast shipping, product as described.",1.0,,2021-06-30
1306,655,31929,5,Best purchase ever.,1.0,,2021-06-30
2139,137,38734,3,"Does the job, but nothing special.",0.0,,2021-06-30
3773,457,27796,4,Solid performance.,0.5,,2021-07-01
4556,41,13765,5,Best purchase ever.,1.0,,2021-07-01
4632,367,46025,4,Decent item for the price.,0.5,,2021-07-01
339,100,28959,5,Absolutely love it!,1.0,,2021-07-02
1808,456,1430,5,"Fast shipping, product as described.",1.0,,2021-07-02
169,1136,47489,3,You get what you pay for.,0.0,,2021-07-02
1632,760,4514,5,Highly recommended.,1.0,,2021-07-02
4374,390,30517,5,"Fast shipping, product as described.",1.0,,2021-07-03
2484,1050,39298,1,Arrived broken.,-1.0,Wrong Item,2021-07-03
3295,306,24255,2,Below average.,-0.5,Not as Described,2021-07-03
3243,496,31876,2,Disappointed.,-0.5,Damaged,2021-07-04
989,767,7193,5,Highly recommended.,1.0,,2021-07-04
2873,1095,31000,3,You get what you pay for.,0.0,,2021-07-05
1202,567,19462,5,Exceeded my expectations.,1.0,,2021-07-05
399,367,8120,2,Would not recommend.,-0.5,Wrong Item,2021-07-05
3747,1034,5811,5,Absolutely love it!,1.0,,2021-07-05
3759,125,40737,3,You get what you pay for.,0.0,,2021-07-05
1854,95,21176,5,Exceeded my expectations.,1.0,,2021-07-06
4233,1243,4041,5,Excellent quality.,1.0,,2021-07-06
2278,1033,29734,5,Best purchase ever.,1.0,,2021-07-07
4795,980,10640,4,"Pretty good, does the job.",0.5,,2021-07-07
1152,408,34078,4,Good value.,0.5,,2021-07-07
2167,942,30750,5,Best purchase ever.,1.0,,2021-07-07
4728,8,12931,1,Worst product I've bought.,-1.0,Quality Issue,2021-07-07
949,1160,2732,5,Highly recommended.,1.0,,2021-07-08
3272,171,36451,4,Good value.,0.5,,2021-07-09
1815,818,21991,5,Five stars!,1.0,,2021-07-09
2018,806,21254,4,Good value.,0.5,,2021-07-10
3976,1029,23834,5,"Fast shipping, product as described.",1.0,,2021-07-10
183,485,6092,4,Good value.,0.5,,2021-07-10
1719,400,34688,2,Below average.,-0.5,Wrong Item,2021-07-11
2721,1223,31662,5,Works perfectly.,1.0,,2021-07-11
1324,998,3355,5,Works perfectly.,1.0,,2021-07-11
103,1192,6294,5,Excellent quality.,1.0,,2021-07-11
4969,1156,22891,5,Best purchase ever.,1.0,,2021-07-11
2071,226,10045,5,Absolutely love it!,1.0,,2021-07-11
1946,528,32467,3,You get what you pay for.,0.0,,2021-07-11
3528,623,30122,5,Will definitely buy again.,1.0,,2021-07-12
3512,60,31918,4,Solid performance.,0.5,,2021-07-12
1223,1077,24592,5,Highly recommended.,1.0,,2021-07-12
1558,29,33497,5,Five stars!,1.0,,2021-07-12
4331,202,21829,5,"Fast shipping, product as described.",1.0,,2021-07-13
4572,1116,39709,3,You get what you pay for.,0.0,,2021-07-13
1257,247,33012,5,Highly recommended.,1.0,,2021-07-13
3281,28,14260,5,Exceeded my expectations.,1.0,,2021-07-14
4235,1082,7544,5,Absolutely love it!,1.0,,2021-07-14
4931,133,19570,5,Great value for money.,1.0,,2021-07-14
1721,952,7180,3,Average quality.,0.0,,2021-07-14
591,566,42129,5,"Fast shipping, product as described.",1.0,,2021-07-14
3488,292,41693,3,Packaging was damaged.,0.0,,2021-07-14
3896,1213,15460,1,Worst product I've bought.,-1.0,Late Delivery,2021-07-15
3190,1154,48239,4,Satisfied with the purchase.,0.5,,2021-07-15
3112,1169,16227,4,Satisfied with the purchase.,0.5,,2021-07-16
368,30,28614,4,Satisfied with the purchase.,0.5,,2021-07-16
3711,1228,5482,5,Best purchase ever.,1.0,,2021-07-16
519,653,9182,5,Best purchase ever.,1.0,,2021-07-16
3996,1195,17668,1,Worst product I've bought.,-1.0,Late Delivery,2021-07-17
276,931,45553,1,Terrible experience.,-1.0,Not as Described,2021-07-17
11,1182,11091,4,Satisfied with the purchase.,0.5,,2021-07-18
1631,1034,9027,4,"Pretty good, does the job.",0.5,,2021-07-18
4349,319,44358,3,Packaging was damaged.,0.0,,2021-07-19
663,457,26380,5,Will definitely buy again.,1.0,,2021-07-19
4314,486,26021,5,Excellent quality.,1.0,,2021-07-19
4797,898,44204,4,Solid performance.,0.5,,2021-07-20
371,793,44272,2,Not as advertised.,-0.5,Not as Described,2021-07-20
403,8,9928,5,Five stars!,1.0,,2021-07-20
2922,1080,34956,5,Highly recommended.,1.0,,2021-07-20
1645,491,36919,5,Five stars!,1.0,,2021-07-21
1610,116,14523,2,Stopped working after a week.,-0.5,Not as Described,2021-07-21
979,852,8038,5,Will definitely buy again.,1.0,,2021-07-21
2514,263,31662,5,Best purchase ever.,1.0,,2021-07-21
3352,895,8865,3,Packaging was damaged.,0.0,,2021-07-21
1243,187,36043,1,Waste of money.,-1.0,Wrong Item,2021-07-22
4069,1040,42341,5,Five stars!,1.0,,2021-07-22
4936,219,10640,4,"Nice, but expected slightly better quality.",0.5,,2021-07-22
2672,239,36426,4,Solid performance.,0.5,,2021-07-22
4277,524,11535,1,Worst product I've bought.,-1.0,Late Delivery,2021-07-22
4326,1142,30808,4,"Nice, but expected slightly better quality.",0.5,,2021-07-23
738,1007,18572,2,Poor quality material.,-0.5,Not as Described,2021-07-24
2376,954,29040,3,Packaging was damaged.,0.0,,2021-07-25
4569,543,27051,1,Customer service was unhelpful.,-1.0,Quality Issue,2021-07-25
1241,1029,35498,5,Great value for money.,1.0,,2021-07-25
3471,560,33360,5,Will definitely buy again.,1.0,,2021-07-26
1219,214,47310,4,Good value.,0.5,,2021-07-26
3061,1093,3474,5,Excellent quality.,1.0,,2021-07-26
2012,584,8695,3,Packaging was damaged.,0.0,,2021-07-27
2384,271,31000,4,"Nice, but expected slightly better quality.",0.5,,2021-07-27
1141,42,39428,5,Works perfectly.,1.0,,2021-07-28
2191,216,17962,3,Average quality.,0.0,,2021-07-28
125,1184,6119,5,"Fast shipping, product as described.",1.0,,2021-07-28
4883,1038,17955,2,Would not recommend.,-0.5,Late Delivery,2021-07-28
2548,929,22899,5,Highly recommended.,1.0,,2021-07-28
3218,1129,2056,5,Absolutely love it!,1.0,,2021-07-28
1283,55,44666,5,Absolutely love it!,1.0,,2021-07-29
4732,28,15624,4,Solid performance.,0.5,,2021-07-29
96,84,21123,5,Best purchase ever.,1.0,,2021-07-29
2663,872,43093,1,Customer service was unhelpful.,-1.0,Not as Described,2021-07-29
497,40,16758,5,Absolutely love it!,1.0,,2021-07-29
3902,438,12089,5,Best purchase ever.,1.0,,2021-07-30
3605,1215,26248,5,Will definitely buy again.,1.0,,2021-07-31
2673,841,8865,2,Below average.,-0.5,Damaged,2021-07-31
4578,1177,22201,1,Customer service was unhelpful.,-1.0,Damaged,2021-07-31
324,1233,41310,5,Great value for money.,1.0,,2021-07-31
72,512,17041,1,Waste of money.,-1.0,Quality Issue,2021-07-31
2175,710,27515,5,Works perfectly.,1.0,,2021-07-31
3191,17,5205,5,Works perfectly.,1.0,,2021-08-01
1568,613,46439,5,Will definitely buy again.,1.0,,2021-08-01
3335,783,17367,5,Highly recommended.,1.0,,2021-08-01
1143,293,4325,5,Great value for money.,1.0,,2021-08-02
1463,233,39892,4,"Nice, but expected slightly better quality.",0.5,,2021-08-02
3877,1156,11921,3,"It's okay, not great.",0.0,,2021-08-03
1331,772,41063,5,Highly recommended.,1.0,,2021-08-03
2579,641,26051,1,Worst product I've bought.,-1.0,Quality Issue,2021-08-03
3827,406,18184,5,Absolutely love it!,1.0,,2021-08-03
409,242,26231,1,Customer service was unhelpful.,-1.0,Not as Described,2021-08-03
1272,486,35726,5,Excellent quality.,1.0,,2021-08-03
3369,275,33868,5,Exceeded my expectations.,1.0,,2021-08-03
1548,366,26509,5,Five stars!,1.0,,2021-08-03
4944,1140,48209,5,Best purchase ever.,1.0,,2021-08-03
4413,15,49544,1,Complete scam.,-1.0,Wrong Item,2021-08-03
1429,1183,38356,5,Five stars!,1.0,,2021-08-04
3598,765,2448,5,"Fast shipping, product as described.",1.0,,2021-08-04
897,193,34784,4,"Pretty good, does the job.",0.5,,2021-08-04
350,503,44666,5,Will definitely buy again.,1.0,,2021-08-05
1910,216,22878,1,Arrived broken.,-1.0,Late Delivery,2021-08-05
1811,169,47241,5,Five stars!,1.0,,2021-08-05
4602,1213,35649,3,Average quality.,0.0,,2021-08-05
4863,150,30828,5,Will definitely buy again.,1.0,,2021-08-05
406,762,32309,5,Excellent quality.,1.0,,2021-08-05
2516,364,24304,1,Waste of money.,-1.0,Wrong Item,2021-08-06
962,643,3206,5,Five stars!,1.0,,2021-08-06
1714,368,7259,3,You get what you pay for.,0.0,,2021-08-06
3302,244,29415,4,Good value.,0.5,,2021-08-06
4861,456,36611,1,Complete scam.,-1.0,Quality Issue,2021-08-06
601,1070,44650,5,Will definitely buy again.,1.0,,2021-08-06
1142,95,35233,5,Great value for money.,1.0,,2021-08-07
364,5,38162,5,Excellent quality.,1.0,,2021-08-07
18,1083,7646,3,You get what you pay for.,0.0,,2021-08-07
2718,1060,13199,5,Great value for money.,1.0,,2021-08-07
1102,1038,30224,2,Not as advertised.,-0.5,Wrong Item,2021-08-08
1249,1115,25876,5,Five stars!,1.0,,2021-08-08
1294,51,31441,5,"Fast shipping, product as described.",1.0,,2021-08-09
1352,664,5688,5,Works perfectly.,1.0,,2021-08-09
739,1201,10531,4,Good value.,0.5,,2021-08-09
3264,469,15398,5,Great value for money.,1.0,,2021-08-09
21,870,27595,5,Will definitely buy again.,1.0,,2021-08-09
2424,521,22579,5,Exceeded my expectations.,1.0,,2021-08-09
3921,478,39049,3,"It's okay, not great.",0.0,,2021-08-09
648,409,43066,5,Highly recommended.,1.0,,2021-08-10
1240,83,30707,5,Excellent quality.,1.0,,2021-08-10
1906,669,29506,5,Great value for money.,1.0,,2021-08-10
1158,286,27213,1,Worst product I've bought.,-1.0,Quality Issue,2021-08-11
4558,354,46407,5,Best purchase ever.,1.0,,2021-08-11
4447,166,3252,5,Highly recommended.,1.0,,2021-08-11
4407,17,44614,4,Satisfied with the purchase.,0.5,,2021-08-12
1349,10,11493,4,"Pretty good, does the job.",0.5,,2021-08-12
4101,1234,30402,1,Waste of money.,-1.0,Damaged,2021-08-12
4745,1028,6079,5,Best purchase ever.,1.0,,2021-08-12
919,540,21752,4,Satisfied with the purchase.,0.5,,2021-08-13
2678,831,44882,5,Exceeded my expectations.,1.0,,2021-08-13
2032,344,7856,5,"Fast shipping, product as described.",1.0,,2021-08-13
1536,234,8278,5,Excellent quality.,1.0,,2021-08-14
2989,1031,35795,5,Exceeded my expectations.,1.0,,2021-08-14
3661,445,7259,5,Five stars!,1.0,,2021-08-14
2349,1080,25876,3,"Does the job, but nothing special.",0.0,,2021-08-15
2720,587,20760,4,"Nice, but expected slightly better quality.",0.5,,2021-08-15
2539,1105,32944,5,Exceeded my expectations.,1.0,,2021-08-15
4724,113,44005,5,Best purchase ever.,1.0,,2021-08-15
4239,379,15571,5,Will definitely buy again.,1.0,,2021-08-15
611,189,47928,5,Works perfectly.,1.0,,2021-08-15
1555,1132,1724,5,Works perfectly.,1.0,,2021-08-15
1575,850,14959,5,Great value for money.,1.0,,2021-08-16
579,330,37991,4,Solid performance.,0.5,,2021-08-16
2133,148,8395,5,Five stars!,1.0,,2021-08-17
4484,845,35127,4,"Good product, but delivery was slow.",0.5,,2021-08-17
413,573,7259,5,Best purchase ever.,1.0,,2021-08-17
1039,902,24125,1,Waste of money.,-1.0,Not as Described,2021-08-18
1878,889,24577,5,Best purchase ever.,1.0,,2021-08-19
1430,375,27770,5,Great value for money.,1.0,,2021-08-19
2576,1069,30645,5,Will definitely buy again.,1.0,,2021-08-19
1121,940,30506,2,Disappointed.,-0.5,Not as Described,2021-08-19
1316,241,9950,5,Best purchase ever.,1.0,,2021-08-20
2221,857,30247,5,"Fast shipping, product as described.",1.0,,2021-08-20
4256,376,3607,5,Absolutely love it!,1.0,,2021-08-20
2510,926,45625,5,Best purchase ever.,1.0,,2021-08-20
3714,1119,18516,3,"It's okay, not great.",0.0,,2021-08-21
1554,1193,49558,1,Complete scam.,-1.0,Late Delivery,2021-08-21
1715,937,41986,3,"It's okay, not great.",0.0,,2021-08-21
3245,1125,48483,5,Exceeded my expectations.,1.0,,2021-08-21
1832,368,13531,5,Works perfectly.,1.0,,2021-08-21
268,282,44196,5,Works perfectly.,1.0,,2021-08-22
3909,780,26249,1,Complete scam.,-1.0,Wrong Item,2021-08-22
4752,1072,18351,3,Packaging was damaged.,0.0,,2021-08-22
4886,806,1952,4,Decent item for the price.,0.5,,2021-08-22
2740,706,35439,5,Absolutely love it!,1.0,,2021-08-23
1208,971,32893,5,Best purchase ever.,1.0,,2021-08-23
693,904,27549,2,Stopped working after a week.,-0.5,Damaged,2021-08-23
879,466,14500,5,Best purchase ever.,1.0,,2021-08-24
1693,345,10927,3,"It's okay, not great.",0.0,,2021-08-24
278,514,4221,5,Five stars!,1.0,,2021-08-25
4076,990,28083,4,Good value.,0.5,,2021-08-25
3535,126,10561,5,Excellent quality.,1.0,,2021-08-25
714,947,14476,5,Exceeded my expectations.,1.0,,2021-08-26
4769,354,27544,5,Will definitely buy again.,1.0,,2021-08-26
4068,291,31786,5,"Fast shipping, product as described.",1.0,,2021-08-26
4677,1070,16285,5,Five stars!,1.0,,2021-08-26
1125,504,7232,1,Arrived broken.,-1.0,Not as Described,2021-08-26
4608,975,33859,5,Excellent quality.,1.0,,2021-08-26
1809,1211,44329,3,"It's okay, not great.",0.0,,2021-08-27
4575,457,9899,5,Works perfectly.,1.0,,2021-08-28
2244,588,20922,5,Excellent quality.,1.0,,2021-08-28
2985,403,19789,4,"Pretty good, does the job.",0.5,,2021-08-29
1403,484,34703,5,Five stars!,1.0,,2021-08-29
464,891,14343,5,Works perfectly.,1.0,,2021-08-29
3376,482,33613,5,Highly recommended.,1.0,,2021-08-29
1814,233,42202,5,"Fast shipping, product as described.",1.0,,2021-08-31
1672,761,6731,5,"Fast shipping, product as described.",1.0,,2021-08-31
2911,791,26396,5,Five stars!,1.0,,2021-08-31
1487,772,6246,5,Excellent quality.,1.0,,2021-08-31
2152,251,33505,5,Absolutely love it!,1.0,,2021-08-31
2322,1153,35261,5,Will definitely buy again.,1.0,,2021-08-31
1708,1207,20277,1,Customer service was unhelpful.,-1.0,Wrong Item,2021-09-01
154,268,23519,5,"Fast shipping, product as described.",1.0,,2021-09-01
2865,1073,34957,5,Works perfectly.,1.0,,2021-09-01
2733,989,17326,4,"Good product, but delivery was slow.",0.5,,2021-09-01
588,159,16106,4,Good value.,0.5,,2021-09-02
4964,607,29786,5,Highly recommended.,1.0,,2021-09-02
3063,215,33054,4,"Nice, but expected slightly better quality.",0.5,,2021-09-02
2467,885,18351,5,Works perfectly.,1.0,,2021-09-02
4105,1004,27743,5,Five stars!,1.0,,2021-09-02
3183,213,44562,1,Do not buy!,-1.0,Damaged,2021-09-02
1416,491,32904,3,You get what you pay for.,0.0,,2021-09-02
2822,122,8226,5,"Fast shipping, product as described.",1.0,,2021-09-03
3492,571,36027,4,Good value.,0.5,,2021-09-04
2481,1019,39032,5,Great value for money.,1.0,,2021-09-04
2538,755,33669,5,Great value for money.,1.0,,2021-09-04
4173,348,36364,5,Five stars!,1.0,,2021-09-04
302,797,37497,2,Stopped working after a week.,-0.5,Wrong Item,2021-09-05
4967,1245,7345,1,Customer service was unhelpful.,-1.0,Damaged,2021-09-05
2551,398,47308,5,Will definitely buy again.,1.0,,2021-09-05
1032,992,29326,1,Arrived broken.,-1.0,Late Delivery,2021-09-05
3082,613,2053,5,Five stars!,1.0,,2021-09-06
53,318,39032,5,Excellent quality.,1.0,,2021-09-06
1399,1103,36494,5,Exceeded my expectations.,1.0,,2021-09-06
1864,1053,31103,5,Highly recommended.,1.0,,2021-09-06
2503,575,27855,5,Absolutely love it!,1.0,,2021-09-07
4888,724,21773,1,Complete scam.,-1.0,Wrong Item,2021-09-07
3878,958,27953,3,"It's okay, not great.",0.0,,2021-09-07
4402,754,30851,5,Excellent quality.,1.0,,2021-09-07
2276,152,32814,5,Highly recommended.,1.0,,2021-09-08
1816,857,26249,5,Highly recommended.,1.0,,2021-09-08
696,1024,31873,5,Works perfectly.,1.0,,2021-09-08
4666,620,19734,1,Terrible experience.,-1.0,Late Delivery,2021-09-09
77,613,12403,5,Five stars!,1.0,,2021-09-09
918,1127,17299,5,Highly recommended.,1.0,,2021-09-09
3832,425,12587,5,"Fast shipping, product as described.",1.0,,2021-09-09
3696,559,22996,5,Will definitely buy again.,1.0,,2021-09-09
3864,329,29606,4,Good value.,0.5,,2021-09-09
3054,237,25613,1,Arrived broken.,-1.0,Not as Described,2021-09-10
3139,1009,45494,2,Would not recommend.,-0.5,Late Delivery,2021-09-11
2341,202,28119,1,Customer service was unhelpful.,-1.0,Not as Described,2021-09-11
4446,533,41232,5,Will definitely buy again.,1.0,,2021-09-11
471,932,33792,5,Great value for money.,1.0,,2021-09-11
314,539,38475,5,Best purchase ever.,1.0,,2021-09-12
4976,1071,40768,3,Packaging was damaged.,0.0,,2021-09-13
3918,114,35242,5,Absolutely love it!,1.0,,2021-09-13
4141,404,17377,1,Do not buy!,-1.0,Damaged,2021-09-14
1627,26,27302,5,Exceeded my expectations.,1.0,,2021-09-14
3315,1055,30210,5,Highly recommended.,1.0,,2021-09-14
3201,1185,31339,5,Great value for money.,1.0,,2021-09-15
106,1090,8234,1,Do not buy!,-1.0,Wrong Item,2021-09-15
4423,1107,45361,5,Five stars!,1.0,,2021-09-15
3755,117,43651,4,Solid performance.,0.5,,2021-09-16
4825,66,20626,5,Works perfectly.,1.0,,2021-09-16
1008,1241,3627,1,Arrived broken.,-1.0,Not as Described,2021-09-16
2614,1113,10851,4,Solid performance.,0.5,,2021-09-18
