product_sk_id,sku_code,product_name_en,product_name_bn,brand_id,category_id,barcode_ean,uom,pack_size_value,pack_size_unit,mrp_bdt,vat_percentage,shelf_life_days,storage_type,is_perishable,is_private_label,launch_date,product_status
293,DIA-0293,Knorr Diapers Happen Jumbo Pack,বাংলা পণ্য - 293,19,5,7.83715E+12,Jumbo Pack,1,Unit,1497,15,618,Ambient,FALSE,FALSE,1/24/2022,Active
294,SOA-0294,Marks Soap Lose Bundle Pack,বাংলা পণ্য - 294,16,10,7.67959E+12,Bundle Pack,1,Unit,266,15,166,Ambient,FALSE,FALSE,1/14/2022,Active
295,SHA-0295,Harpic Shampoo Discover Bottle,বাংলা পণ্য - 295,4,8,7.19676E+12,Bottle,1,Unit,798,15,557,Ambient,FALSE,FALSE,7/24/2023,Active
296,LEN-0296,Radhuni Lentils Point 1kg Pack,বাংলা পণ্য - 296,3,4,4.54029E+12,1kg Pack,1,Unit,341,15,153,Ambient,FALSE,FALSE,8/2/2020,Active
297,TEA-0297,Parachute Tea/Coffee Huge Jar,বাংলা পণ্য - 297,8,13,9.76941E+12,Jar,1,Unit,1021,15,138,Ambient,FALSE,FALSE,3/20/2022,Active
298,DET-0298,Savlon Detergent Last 3kg Bag,বাংলা পণ্য - 298,14,11,8.99691E+12,3kg Bag,1,Unit,1296,15,392,Ambient,FALSE,FALSE,11/19/2023,Active
299,TEA-0299,Fresh Tea/Coffee Bar Jar,বাংলা পণ্য - 299,8,13,4.18359E+12,Jar,1,Unit,745,15,273,Ambient,FALSE,FALSE,5/12/2023,Active
300,WIP-0300,Lifebuoy Wipes Film Pack,বাংলা পণ্য - 300,15,7,4.74271E+12,Pack,1,Unit,196,15,681,Ambient,FALSE,FALSE,2/2/2023,Active
301,DET-0301,Lifebuoy Detergent City 3kg Bag,বাংলা পণ্য - 301,9,11,7.8611E+12,3kg Bag,1,Unit,1117,15,688,Ambient,FALSE,FALSE,3/6/2021,Active
302,SKI-0302,Savlon Skin Care West Jar,বাংলা পণ্য - 302,4,9,0751939146030,Jar,1,Unit,1426,15,235,Ambient,FALSE,FALSE,11/28/2021,Active
303,LEN-0303,Dano Lentils Office 1kg Pack,বাংলা পণ্য - 303,12,4,2.80357E+12,1kg Pack,1,Unit,229,15,675,Ambient,FALSE,FALSE,10/10/2022,Active
304,SPI-0304,Rupchanda Spices Radio 500g Jar,বাংলা পণ্য - 304,7,3,5.87771E+12,500g Jar,1,Unit,544,15,557,Ambient,FALSE,FALSE,10/13/2022,Active
305,BAB-0305,Bombay Sweets Baby Food Remember Tin,বাংলা পণ্য - 305,12,6,9.39257E+12,Tin,1,Unit,1203,15,337,Ambient,FALSE,FALSE,5/22/2020,Active
306,RIC-0306,Maggi Rice Source 25kg Bag,বাংলা পণ্য - 306,20,2,7.71863E+12,25kg Bag,1,Unit,4148,15,531,Ambient,FALSE,FALSE,9/19/2021,Active
307,SPI-0307,Lifebuoy Spices Week 500g Jar,বাংলা পণ্য - 307,9,3,3.38638E+12,500g Jar,1,Unit,538,15,690,Ambient,FALSE,FALSE,7/20/2020,Active
308,DET-0308,Radhuni Detergent Floor 3kg Bag,বাংলা পণ্য - 308,19,11,9.86409E+12,3kg Bag,1,Unit,733,15,419,Ambient,FALSE,FALSE,1/25/2022,Active
309,TEA-0309,ACI Tea/Coffee Local Jar,বাংলা পণ্য - 309,20,13,0536443495412,Jar,1,Unit,793,15,152,Ambient,FALSE,FALSE,7/23/2020,Active
310,LEN-0310,Rin Lentils Boy 1kg Pack,বাংলা পণ্য - 310,19,4,7.6208E+12,1kg Pack,1,Unit,280,15,592,Ambient,FALSE,FALSE,11/26/2023,Active
311,TEA-0311,Rin Tea/Coffee Movement Jar,বাংলা পণ্য - 311,5,13,2.80092E+12,Jar,1,Unit,592,15,359,Ambient,FALSE,FALSE,3/24/2021,Active
312,SPI-0312,Rin Spices Property 500g Jar,বাংলা পণ্য - 312,4,3,5.68697E+12,500g Jar,1,Unit,615,15,727,Ambient,FALSE,FALSE,9/23/2023,Active
313,WIP-0313,Rin Wipes Discover Pack,বাংলা পণ্য - 313,8,7,3.1524E+12,Pack,1,Unit,374,15,425,Ambient,FALSE,FALSE,12/7/2022,Active
314,CLE-0314,Knorr Cleaning Example Combo,বাংলা পণ্য - 314,20,12,2.76861E+12,Combo,1,Unit,726,15,205,Ambient,FALSE,FALSE,12/17/2020,Active
315,SKI-0315,Knorr Skin Care Edge Jar,বাংলা পণ্য - 315,13,9,5.6942E+12,Jar,1,Unit,1068,15,139,Ambient,FALSE,FALSE,9/3/2021,Active
316,CLE-0316,Marks Cleaning Human Combo,বাংলা পণ্য - 316,1,12,1.62951E+12,Combo,1,Unit,573,15,307,Ambient,FALSE,FALSE,4/10/2022,Active
317,BAB-0317,Bashundhara Baby Food Food Tin,বাংলা পণ্য - 317,6,6,1.73265E+12,Tin,1,Unit,2187,15,323,Ambient,FALSE,FALSE,3/13/2021,Active
318,SOA-0318,Ispahani Soap Laugh Bundle Pack,বাংলা পণ্য - 318,6,10,1.20385E+12,Bundle Pack,1,Unit,305,15,506,Ambient,FALSE,FALSE,11/14/2022,Active
319,SOA-0319,Maggi Soap Area Bundle Pack,বাংলা পণ্য - 319,2,10,1.98929E+12,Bundle Pack,1,Unit,343,15,645,Ambient,FALSE,FALSE,6/11/2021,Active
320,BAB-0320,Rupchanda Baby Food Under Tin,বাংলা পণ্য - 320,8,6,4.25629E+12,Tin,1,Unit,1181,15,653,Ambient,FALSE,FALSE,4/30/2023,Active
321,WIP-0321,Knorr Wipes Move Pack,বাংলা পণ্য - 321,19,7,4.75134E+12,Pack,1,Unit,462,15,522,Ambient,FALSE,FALSE,9/12/2023,Active
322,BAB-0322,Lifebuoy Baby Food Simple Tin,বাংলা পণ্য - 322,17,6,5.05824E+12,Tin,1,Unit,1046,15,373,Ambient,FALSE,FALSE,5/1/2020,Active
323,DIA-0323,Radhuni Diapers Catch Jumbo Pack,বাংলা পণ্য - 323,20,5,0690611959738,Jumbo Pack,1,Unit,1547,15,677,Ambient,FALSE,FALSE,9/19/2022,Active
324,DIA-0324,Rin Diapers Less Jumbo Pack,বাংলা পণ্য - 324,5,5,2.53032E+12,Jumbo Pack,1,Unit,2150,15,246,Ambient,FALSE,FALSE,4/1/2023,Active
325,TEA-0325,Ispahani Tea/Coffee Pick Jar,বাংলা পণ্য - 325,16,13,4.42805E+12,Jar,1,Unit,967,15,250,Ambient,FALSE,FALSE,6/15/2020,Active
326,BAB-0326,Bombay Sweets Baby Food Paper Tin,বাংলা পণ্য - 326,12,6,5.07873E+12,Tin,1,Unit,1444,15,425,Ambient,FALSE,FALSE,1/7/2021,Active
327,SPI-0327,Wheel Spices Song 500g Jar,বাংলা পণ্য - 327,20,3,4.32926E+12,500g Jar,1,Unit,535,15,526,Ambient,FALSE,FALSE,12/30/2023,Active
328,BAB-0328,Parachute Baby Food Without Tin,বাংলা পণ্য - 328,19,6,6.28498E+12,Tin,1,Unit,1954,15,708,Ambient,FALSE,FALSE,7/20/2023,Active
329,DET-0329,Rin Detergent Take 3kg Bag,বাংলা পণ্য - 329,1,11,3.93994E+12,3kg Bag,1,Unit,1290,15,612,Ambient,FALSE,FALSE,4/18/2022,Active
330,CLE-0330,Knorr Cleaning Mother Combo,বাংলা পণ্য - 330,13,12,8.57878E+12,Combo,1,Unit,734,15,221,Ambient,FALSE,FALSE,10/6/2020,Active
331,WIP-0331,Rupchanda Wipes She Pack,বাংলা পণ্য - 331,19,7,8.39783E+12,Pack,1,Unit,221,15,200,Ambient,FALSE,FALSE,6/17/2023,Active
332,TEA-0332,Bombay Sweets Tea/Coffee High Jar,বাংলা পণ্য - 332,6,13,9.84607E+12,Jar,1,Unit,1046,15,197,Ambient,FALSE,FALSE,9/21/2022,Active
333,SKI-0333,Wheel Skin Care Manage Jar,বাংলা পণ্য - 333,15,9,0327188758753,Jar,1,Unit,570,15,194,Ambient,FALSE,FALSE,3/24/2020,Active
334,LEN-0334,Rin Lentils Study 1kg Pack,বাংলা পণ্য - 334,19,4,9.80208E+12,1kg Pack,1,Unit,220,15,590,Ambient,FALSE,FALSE,11/16/2023,Active
335,DET-0335,Radhuni Detergent Anyone 3kg Bag,বাংলা পণ্য - 335,11,11,7.43906E+12,3kg Bag,1,Unit,1120,15,294,Ambient,FALSE,FALSE,8/11/2022,Active
336,DET-0336,Nescafe Detergent Computer 3kg Bag,বাংলা পণ্য - 336,7,11,0244407319710,3kg Bag,1,Unit,666,15,301,Ambient,FALSE,FALSE,11/12/2023,Active
337,TEA-0337,ACI Tea/Coffee Number Jar,বাংলা পণ্য - 337,9,13,9.0112E+12,Jar,1,Unit,625,15,98,Ambient,FALSE,FALSE,2/15/2023,Active
338,SPI-0338,Pran Spices Indicate 500g Jar,বাংলা পণ্য - 338,9,3,9.42617E+12,500g Jar,1,Unit,420,15,314,Ambient,FALSE,FALSE,1/29/2022,Active
339,WIP-0339,Dano Wipes Run Pack,বাংলা পণ্য - 339,19,7,9.35276E+12,Pack,1,Unit,332,15,207,Ambient,FALSE,FALSE,6/14/2020,Active
340,OIL-0340,Wheel Oil Reveal 5L Jar,বাংলা পণ্য - 340,17,1,3.00162E+12,5L Jar,1,Unit,1169,15,167,Ambient,TRUE,FALSE,6/2/2022,Active
341,CLE-0341,Dano Cleaning Worry Combo,বাংলা পণ্য - 341,13,12,0074166430865,Combo,1,Unit,757,15,348,Ambient,FALSE,FALSE,2/7/2020,Active
342,OIL-0342,Rin Oil Suggest 5L Jar,বাংলা পণ্য - 342,12,1,4.28317E+12,5L Jar,1,Unit,1357,15,660,Ambient,TRUE,FALSE,7/23/2023,Active
343,SHA-0343,Bombay Sweets Shampoo Sister Bottle,বাংলা পণ্য - 343,14,8,4.47106E+12,Bottle,1,Unit,450,15,563,Ambient,FALSE,FALSE,2/2/2022,Active
344,DET-0344,Knorr Detergent Whatever 3kg Bag,বাংলা পণ্য - 344,3,11,7.88921E+12,3kg Bag,1,Unit,773,15,398,Ambient,FALSE,FALSE,12/14/2021,Active
345,SKI-0345,ACI Skin Care College Jar,বাংলা পণ্য - 345,5,9,9.0848E+12,Jar,1,Unit,1461,15,593,Ambient,FALSE,FALSE,2/15/2023,Active
346,SHA-0346,Wheel Shampoo Hair Bottle,বাংলা পণ্য - 346,4,8,6.47659E+12,Bottle,1,Unit,694,15,472,Ambient,FALSE,FALSE,10/8/2023,Active
347,DIA-0347,Radhuni Diapers Down Jumbo Pack,বাংলা পণ্য - 347,11,5,3.67595E+12,Jumbo Pack,1,Unit,1483,15,595,Ambient,FALSE,FALSE,1/17/2023,Active
348,RIC-0348,Rupchanda Rice Present 25kg Bag,বাংলা পণ্য - 348,14,2,9.37849E+12,25kg Bag,1,Unit,3011,15,258,Ambient,FALSE,FALSE,1/7/2020,Active
349,DIA-0349,Ispahani Diapers Fight Jumbo Pack,বাংলা পণ্য - 349,18,5,5.3343E+12,Jumbo Pack,1,Unit,1430,15,303,Ambient,FALSE,FALSE,8/11/2023,Active
350,SHA-0350,Ispahani Shampoo Alone Bottle,বাংলা পণ্য - 350,8,8,0026755475399,Bottle,1,Unit,898,15,613,Ambient,FALSE,FALSE,11/5/2021,Active
351,SPI-0351,Parachute Spices Support 500g Jar,বাংলা পণ্য - 351,17,3,4.16383E+12,500g Jar,1,Unit,411,15,269,Ambient,FALSE,FALSE,3/22/2020,Active
352,SPI-0352,Fresh Spices Data 500g Jar,বাংলা পণ্য - 352,2,3,5.82173E+12,500g Jar,1,Unit,640,15,155,Ambient,FALSE,FALSE,4/30/2023,Active
353,WIP-0353,Rin Wipes Young Pack,বাংলা পণ্য - 353,8,7,4.80886E+12,Pack,1,Unit,415,15,356,Ambient,FALSE,FALSE,4/15/2021,Active
354,TEA-0354,Harpic Tea/Coffee Fly Jar,বাংলা পণ্য - 354,17,13,3.06577E+12,Jar,1,Unit,885,15,209,Ambient,FALSE,FALSE,12/27/2022,Active
355,WIP-0355,Rin Wipes Interview Pack,বাংলা পণ্য - 355,13,7,8.10982E+12,Pack,1,Unit,239,15,507,Ambient,FALSE,FALSE,5/12/2020,Active
356,OIL-0356,Maggi Oil Goal 5L Jar,বাংলা পণ্য - 356,5,1,2.67371E+12,5L Jar,1,Unit,1255,15,350,Ambient,TRUE,FALSE,9/29/2021,Active
357,SOA-0357,Nescafe Soap Never Bundle Pack,বাংলা পণ্য - 357,7,10,6.46415E+12,Bundle Pack,1,Unit,323,15,529,Ambient,FALSE,FALSE,5/3/2022,Active
358,OIL-0358,Savlon Oil Outside 5L Jar,বাংলা পণ্য - 358,15,1,5.37425E+12,5L Jar,1,Unit,1376,15,318,Ambient,TRUE,FALSE,6/24/2022,Active
359,BAB-0359,Ispahani Baby Food They Tin,বাংলা পণ্য - 359,3,6,9.77395E+12,Tin,1,Unit,1168,15,111,Ambient,FALSE,FALSE,11/3/2022,Active
360,SKI-0360,Maggi Skin Care Rather Jar,বাংলা পণ্য - 360,2,9,3.70141E+12,Jar,1,Unit,1556,15,634,Ambient,FALSE,FALSE,9/27/2022,Active
361,LEN-0361,Knorr Lentils Special 1kg Pack,বাংলা পণ্য - 361,10,4,1.99632E+12,1kg Pack,1,Unit,165,15,100,Ambient,FALSE,FALSE,6/7/2021,Active
362,RIC-0362,Marks Rice Series 25kg Bag,বাংলা পণ্য - 362,8,2,9.6116E+12,25kg Bag,1,Unit,2188,15,692,Ambient,FALSE,FALSE,9/3/2021,Active
363,JUI-0363,Lifebuoy Juices Car 1L Carton,বাংলা পণ্য - 363,14,14,9.06288E+12,1L Carton,1,Unit,183,15,680,Ambient,TRUE,FALSE,2/11/2020,Active
364,BAB-0364,Dano Baby Food Wonder Tin,বাংলা পণ্য - 364,10,6,9.80518E+12,Tin,1,Unit,1577,15,476,Ambient,FALSE,FALSE,9/24/2021,Active
365,TEA-0365,Lifebuoy Tea/Coffee Enjoy Jar,বাংলা পণ্য - 365,11,13,5.68088E+12,Jar,1,Unit,758,15,227,Ambient,FALSE,FALSE,4/2/2021,Active
366,OIL-0366,Ispahani Oil Week 5L Jar,বাংলা পণ্য - 366,10,1,4.16762E+12,5L Jar,1,Unit,1334,15,389,Ambient,TRUE,FALSE,8/16/2022,Active
367,DIA-0367,Nescafe Diapers Investment Jumbo Pack,বাংলা পণ্য - 367,1,5,4.74293E+12,Jumbo Pack,1,Unit,2616,15,421,Ambient,FALSE,FALSE,1/20/2022,Active
368,BAB-0368,Dano Baby Food Agent Tin,বাংলা পণ্য - 368,17,6,9.29516E+12,Tin,1,Unit,2331,15,134,Ambient,FALSE,FALSE,6/25/2021,Active
369,SHA-0369,Rin Shampoo Evidence Bottle,বাংলা পণ্য - 369,17,8,8.26277E+12,Bottle,1,Unit,525,15,227,Ambient,FALSE,FALSE,5/29/2020,Active
370,RIC-0370,Maggi Rice Case 25kg Bag,বাংলা পণ্য - 370,4,2,8.76634E+12,25kg Bag,1,Unit,2306,15,107,Ambient,FALSE,FALSE,2/9/2021,Active
371,DET-0371,Teer Detergent Wife 3kg Bag,বাংলা পণ্য - 371,11,11,7.65225E+12,3kg Bag,1,Unit,654,15,260,Ambient,FALSE,FALSE,10/2/2021,Active
372,SPI-0372,BGB Spices Person 500g Jar,বাংলা পণ্য - 372,21,3,2.17517E+12,500g Jar,1,Unit,689,15,290,Ambient,FALSE,TRUE,5/24/2021,Active
373,RIC-0373,Bombay Sweets Rice Ever 25kg Bag,বাংলা পণ্য - 373,15,2,7.05006E+12,25kg Bag,1,Unit,2970,15,612,Ambient,FALSE,FALSE,10/8/2021,Active
374,TEA-0374,Marks Tea/Coffee Kind Jar,বাংলা পণ্য - 374,20,13,4.87841E+12,Jar,1,Unit,812,15,617,Ambient,FALSE,FALSE,11/7/2021,Active
375,OIL-0375,Harpic Oil Any 5L Jar,বাংলা পণ্য - 375,5,1,7.83359E+12,5L Jar,1,Unit,1001,15,131,Ambient,TRUE,FALSE,7/15/2020,Active
376,DET-0376,BGB Detergent Few 3kg Bag,বাংলা পণ্য - 376,21,11,8.81604E+12,3kg Bag,1,Unit,1263,15,369,Ambient,FALSE,TRUE,12/23/2022,Active
377,SPI-0377,Savlon Spices Themselves 500g Jar,বাংলা পণ্য - 377,14,3,5.46141E+12,500g Jar,1,Unit,642,15,395,Ambient,FALSE,FALSE,11/12/2022,Active
378,WIP-0378,Ispahani Wipes Stand Pack,বাংলা পণ্য - 378,13,7,7.3913E+12,Pack,1,Unit,373,15,599,Ambient,FALSE,FALSE,5/20/2022,Active
379,OIL-0379,Ispahani Oil Want 5L Jar,বাংলা পণ্য - 379,7,1,0127712771568,5L Jar,1,Unit,1353,15,331,Ambient,TRUE,FALSE,10/2/2022,Active
380,DIA-0380,Wheel Diapers More Jumbo Pack,বাংলা পণ্য - 380,9,5,5.39092E+12,Jumbo Pack,1,Unit,2023,15,542,Ambient,FALSE,FALSE,1/22/2020,Active
381,SPI-0381,BGB Spices While 500g Jar,বাংলা পণ্য - 381,21,3,8.03089E+12,500g Jar,1,Unit,346,15,498,Ambient,FALSE,TRUE,7/10/2023,Active
382,WIP-0382,BGB Wipes Bill Pack,বাংলা পণ্য - 382,21,7,9.96584E+12,Pack,1,Unit,492,15,681,Ambient,FALSE,TRUE,1/26/2021,Active
383,JUI-0383,Rin Juices Fund 1L Carton,বাংলা পণ্য - 383,7,14,2.65873E+12,1L Carton,1,Unit,251,15,684,Ambient,TRUE,FALSE,5/12/2021,Active
384,SOA-0384,Marks Soap Kind Bundle Pack,বাংলা পণ্য - 384,2,10,2.60081E+12,Bundle Pack,1,Unit,310,15,539,Ambient,FALSE,FALSE,4/8/2023,Active
385,SKI-0385,Rupchanda Skin Care Ok Jar,বাংলা পণ্য - 385,15,9,8.00301E+12,Jar,1,Unit,1255,15,298,Ambient,FALSE,FALSE,9/9/2021,Active
386,BAB-0386,Radhuni Baby Food Tree Tin,বাংলা পণ্য - 386,4,6,8.72203E+12,Tin,1,Unit,1436,15,489,Ambient,FALSE,FALSE,10/29/2023,Active
387,DIA-0387,Rin Diapers Source Jumbo Pack,বাংলা পণ্য - 387,2,5,6.9224E+12,Jumbo Pack,1,Unit,1986,15,673,Ambient,FALSE,FALSE,2/22/2021,Active
388,BAB-0388,Dano Baby Food Authority Tin,বাংলা পণ্য - 388,12,6,5.19807E+12,Tin,1,Unit,2072,15,236,Ambient,FALSE,FALSE,7/16/2023,Active
389,CLE-0389,Nescafe Cleaning Term Combo,বাংলা পণ্য - 389,4,12,9.42864E+12,Combo,1,Unit,435,15,500,Ambient,FALSE,FALSE,12/28/2022,Active
390,JUI-0390,BGB Juices Us 1L Carton,বাংলা পণ্য - 390,21,14,6.38987E+12,1L Carton,1,Unit,361,15,186,Ambient,TRUE,TRUE,3/23/2020,Active
391,SPI-0391,Wheel Spices Poor 500g Jar,বাংলা পণ্য - 391,7,3,2.33559E+12,500g Jar,1,Unit,395,15,717,Ambient,FALSE,FALSE,2/11/2021,Active
392,LEN-0392,Marks Lentils Instead 1kg Pack,বাংলা পণ্য - 392,3,4,3.89162E+12,1kg Pack,1,Unit,253,15,125,Ambient,FALSE,FALSE,7/22/2021,Active
393,BAB-0393,Fresh Baby Food Despite Tin,বাংলা পণ্য - 393,18,6,0296149909414,Tin,1,Unit,1633,15,398,Ambient,FALSE,FALSE,10/27/2021,Active
394,WIP-0394,Harpic Wipes Management Pack,বাংলা পণ্য - 394,17,7,9.52028E+12,Pack,1,Unit,403,15,380,Ambient,FALSE,FALSE,8/14/2023,Active
395,DIA-0395,Dano Diapers Everyone Jumbo Pack,বাংলা পণ্য - 395,16,5,8.11892E+12,Jumbo Pack,1,Unit,2022,15,623,Ambient,FALSE,FALSE,4/12/2021,Active
396,SHA-0396,Bashundhara Shampoo North Bottle,বাংলা পণ্য - 396,3,8,7.49401E+12,Bottle,1,Unit,856,15,644,Ambient,FALSE,FALSE,9/10/2021,Active
397,SHA-0397,Marks Shampoo Half Bottle,বাংলা পণ্য - 397,17,8,8.07201E+12,Bottle,1,Unit,478,15,380,Ambient,FALSE,FALSE,6/4/2022,Active
398,DIA-0398,Marks Diapers Well Jumbo Pack,বাংলা পণ্য - 398,5,5,7.43575E+12,Jumbo Pack,1,Unit,1999,15,129,Ambient,FALSE,FALSE,9/18/2023,Active
399,OIL-0399,Ispahani Oil Provide 5L Jar,বাংলা পণ্য - 399,14,1,6.80847E+12,5L Jar,1,Unit,981,15,424,Ambient,TRUE,FALSE,6/21/2020,Active
400,WIP-0400,Dano Wipes Care Pack,বাংলা পণ্য - 400,6,7,3.62425E+12,Pack,1,Unit,218,15,718,Ambient,FALSE,FALSE,11/16/2023,Active
401,DET-0401,Parachute Detergent Hair 3kg Bag,বাংলা পণ্য - 401,1,11,1.90672E+12,3kg Bag,1,Unit,960,15,498,Ambient,FALSE,FALSE,6/10/2023,Active
402,SOA-0402,Teer Soap Material Bundle Pack,বাংলা পণ্য - 402,8,10,7.24877E+12,Bundle Pack,1,Unit,408,15,98,Ambient,FALSE,FALSE,11/26/2020,Active
403,BAB-0403,Ispahani Baby Food Goal Tin,বাংলা পণ্য - 403,15,6,7.28909E+12,Tin,1,Unit,2265,15,439,Ambient,FALSE,FALSE,9/22/2022,Active
404,CLE-0404,Marks Cleaning Magazine Combo,বাংলা পণ্য - 404,18,12,4.18042E+12,Combo,1,Unit,745,15,250,Ambient,FALSE,FALSE,4/28/2023,Active
405,DET-0405,Lifebuoy Detergent Trip 3kg Bag,বাংলা পণ্য - 405,8,11,9.75734E+12,3kg Bag,1,Unit,1295,15,248,Ambient,FALSE,FALSE,6/18/2021,Active
406,BAB-0406,Harpic Baby Food Listen Tin,বাংলা পণ্য - 406,10,6,5.55259E+12,Tin,1,Unit,1669,15,134,Ambient,FALSE,FALSE,2/8/2020,Active
407,SKI-0407,Rin Skin Care Share Jar,বাংলা পণ্য - 407,16,9,6.64878E+12,Jar,1,Unit,1038,15,352,Ambient,FALSE,FALSE,12/14/2020,Active
408,SKI-0408,Wheel Skin Care Answer Jar,বাংলা পণ্য - 408,9,9,0025546453349,Jar,1,Unit,558,15,386,Ambient,FALSE,FALSE,11/21/2021,Active
409,RIC-0409,Ispahani Rice Pretty 25kg Bag,বাংলা পণ্য - 409,12,2,8.52948E+12,25kg Bag,1,Unit,2648,15,657,Ambient,FALSE,FALSE,12/6/2022,Active
410,DIA-0410,BGB Diapers Say Jumbo Pack,বাংলা পণ্য - 410,21,5,4.50563E+12,Jumbo Pack,1,Unit,2886,15,143,Ambient,FALSE,TRUE,10/4/2022,Active
411,TEA-0411,Parachute Tea/Coffee Born Jar,বাংলা পণ্য - 411,7,13,1.81961E+12,Jar,1,Unit,607,15,538,Ambient,FALSE,FALSE,5/20/2021,Active
412,SPI-0412,Rin Spices Organization 500g Jar,বাংলা পণ্য - 412,16,3,4.22981E+12,500g Jar,1,Unit,439,15,398,Ambient,FALSE,FALSE,11/3/2022,Active
413,RIC-0413,Radhuni Rice Possible 25kg Bag,বাংলা পণ্য - 413,20,2,7.7118E+12,25kg Bag,1,Unit,3917,15,529,Ambient,FALSE,FALSE,8/11/2021,Active
414,WIP-0414,Pran Wipes Approach Pack,বাংলা পণ্য - 414,9,7,4.89099E+12,Pack,1,Unit,206,15,273,Ambient,FALSE,FALSE,12/12/2020,Active
415,BAB-0415,Fresh Baby Food Return Tin,বাংলা পণ্য - 415,2,6,6.94749E+12,Tin,1,Unit,1876,15,664,Ambient,FALSE,FALSE,6/23/2022,Active
416,JUI-0416,Marks Juices Difference 1L Carton,বাংলা পণ্য - 416,9,14,8.61619E+12,1L Carton,1,Unit,237,15,128,Ambient,TRUE,FALSE,11/12/2022,Active
417,SKI-0417,Savlon Skin Care Arrive Jar,বাংলা পণ্য - 417,15,9,8.43197E+12,Jar,1,Unit,1196,15,563,Ambient,FALSE,FALSE,9/21/2022,Active
418,WIP-0418,Fresh Wipes Story Pack,বাংলা পণ্য - 418,5,7,0531260557404,Pack,1,Unit,218,15,184,Ambient,FALSE,FALSE,8/5/2020,Active
419,BAB-0419,Bombay Sweets Baby Food What Tin,বাংলা পণ্য - 419,16,6,8.45959E+12,Tin,1,Unit,1580,15,240,Ambient,FALSE,FALSE,9/15/2023,Active
420,LEN-0420,Marks Lentils Though 1kg Pack,বাংলা পণ্য - 420,17,4,1.26813E+12,1kg Pack,1,Unit,262,15,339,Ambient,FALSE,FALSE,6/18/2020,Active
421,SPI-0421,Ispahani Spices Station 500g Jar,বাংলা পণ্য - 421,16,3,8.35941E+12,500g Jar,1,Unit,678,15,726,Ambient,FALSE,FALSE,11/9/2020,Active
422,SHA-0422,Dano Shampoo Control Bottle,বাংলা পণ্য - 422,13,8,5.80246E+12,Bottle,1,Unit,689,15,427,Ambient,FALSE,FALSE,6/13/2023,Active
423,SHA-0423,Knorr Shampoo Scene Bottle,বাংলা পণ্য - 423,15,8,7.43515E+12,Bottle,1,Unit,839,15,687,Ambient,FALSE,FALSE,2/9/2022,Active
424,LEN-0424,Dano Lentils School 1kg Pack,বাংলা পণ্য - 424,15,4,0231740281064,1kg Pack,1,Unit,250,15,354,Ambient,FALSE,FALSE,1/5/2020,Active
425,SKI-0425,Pran Skin Care Statement Jar,বাংলা পণ্য - 425,7,9,7.63443E+12,Jar,1,Unit,1076,15,309,Ambient,FALSE,FALSE,11/19/2020,Active
426,TEA-0426,Fresh Tea/Coffee Else Jar,বাংলা পণ্য - 426,19,13,5.64163E+12,Jar,1,Unit,595,15,358,Ambient,FALSE,FALSE,8/22/2020,Active
427,TEA-0427,Teer Tea/Coffee Between Jar,বাংলা পণ্য - 427,17,13,5.14352E+12,Jar,1,Unit,627,15,687,Ambient,FALSE,FALSE,3/8/2020,Active
428,LEN-0428,Bashundhara Lentils Everyone 1kg Pack,বাংলা পণ্য - 428,6,4,4.8526E+12,1kg Pack,1,Unit,269,15,639,Ambient,FALSE,FALSE,9/24/2023,Active
429,SHA-0429,Rin Shampoo Concern Bottle,বাংলা পণ্য - 429,2,8,4.05531E+12,Bottle,1,Unit,566,15,447,Ambient,FALSE,FALSE,1/7/2020,Active
430,JUI-0430,Parachute Juices Exactly 1L Carton,বাংলা পণ্য - 430,12,14,5.89275E+12,1L Carton,1,Unit,300,15,278,Ambient,TRUE,FALSE,2/25/2020,Active
431,SPI-0431,Harpic Spices Soldier 500g Jar,বাংলা পণ্য - 431,5,3,5.68336E+12,500g Jar,1,Unit,600,15,495,Ambient,FALSE,FALSE,7/5/2022,Active
432,BAB-0432,Harpic Baby Food One Tin,বাংলা পণ্য - 432,15,6,1.82844E+12,Tin,1,Unit,1312,15,473,Ambient,FALSE,FALSE,6/19/2022,Active
433,DIA-0433,Savlon Diapers Opportunity Jumbo Pack,বাংলা পণ্য - 433,6,5,0055733807921,Jumbo Pack,1,Unit,2234,15,399,Ambient,FALSE,FALSE,9/22/2021,Active
434,OIL-0434,Harpic Oil Professional 5L Jar,বাংলা পণ্য - 434,16,1,6.09404E+12,5L Jar,1,Unit,988,15,135,Ambient,TRUE,FALSE,6/8/2023,Active
435,DIA-0435,Dano Diapers Forward Jumbo Pack,বাংলা পণ্য - 435,19,5,0566558990656,Jumbo Pack,1,Unit,1797,15,184,Ambient,FALSE,FALSE,4/10/2022,Active
436,CLE-0436,Dano Cleaning Worker Combo,বাংলা পণ্য - 436,15,12,6.97223E+12,Combo,1,Unit,497,15,664,Ambient,FALSE,FALSE,1/29/2020,Active
437,SHA-0437,Rin Shampoo Ask Bottle,বাংলা পণ্য - 437,5,8,6.31911E+12,Bottle,1,Unit,393,15,415,Ambient,FALSE,FALSE,3/24/2023,Active
438,LEN-0438,Harpic Lentils Effort 1kg Pack,বাংলা পণ্য - 438,17,4,5.91142E+12,1kg Pack,1,Unit,325,15,161,Ambient,FALSE,FALSE,6/21/2023,Active
