price_change_id,product_sk_id,valid_from,valid_to,old_price_bdt,new_price_bdt,change_reason
377,189,2020-01-01,2021-12-31,0.0,486.0,2020 Launch Price
378,189,2022-01-01,2023-12-31,486.0,572.0,Global Inflation Adjustment
379,190,2020-01-01,2021-12-31,0.0,486.0,2020 Launch Price
380,190,2022-01-01,2023-12-31,486.0,572.0,Global Inflation Adjustment
381,191,2020-01-01,2021-12-31,0.0,1325.0,2020 Launch Price
382,191,2022-01-01,2023-12-31,1325.0,1559.0,Global Inflation Adjustment
383,192,2020-01-01,2021-12-31,0.0,387.0,2020 Launch Price
384,192,2022-01-01,2023-12-31,387.0,455.0,Global Inflation Adjustment
385,193,2020-01-01,2021-12-31,0.0,342.0,2020 Launch Price
386,193,2022-01-01,2023-12-31,342.0,402.0,Global Inflation Adjustment
387,194,2020-01-01,2021-12-31,0.0,330.0,2020 Launch Price
388,194,2022-01-01,2023-12-31,330.0,388.0,Global Inflation Adjustment
389,195,2020-01-01,2021-12-31,0.0,807.0,2020 Launch Price
390,195,2022-01-01,2023-12-31,807.0,949.0,Global Inflation Adjustment
391,196,2020-01-01,2021-12-31,0.0,216.0,2020 Launch Price
392,196,2022-01-01,2023-12-31,216.0,254.0,Global Inflation Adjustment
393,197,2020-01-01,2021-12-31,0.0,858.0,2020 Launch Price
394,197,2022-01-01,2023-12-31,858.0,1010.0,Global Inflation Adjustment
395,198,2020-01-01,2021-12-31,0.0,266.0,2020 Launch Price
396,198,2022-01-01,2023-12-31,266.0,313.0,Global Inflation Adjustment
397,199,2020-01-01,2021-12-31,0.0,285.0,2020 Launch Price
398,199,2022-01-01,2023-12-31,285.0,335.0,Global Inflation Adjustment
399,200,2020-01-01,2021-12-31,0.0,1667.0,2020 Launch Price
400,200,2022-01-01,2023-12-31,1667.0,1961.0,Global Inflation Adjustment
401,201,2020-01-01,2021-12-31,0.0,497.0,2020 Launch Price
402,201,2022-01-01,2023-12-31,497.0,585.0,Global Inflation Adjustment
403,202,2020-01-01,2021-12-31,0.0,2205.0,2020 Launch Price
404,202,2022-01-01,2023-12-31,2205.0,2594.0,Global Inflation Adjustment
405,203,2020-01-01,2021-12-31,0.0,558.0,2020 Launch Price
406,203,2022-01-01,2023-12-31,558.0,657.0,Global Inflation Adjustment
407,204,2020-01-01,2021-12-31,0.0,2581.0,2020 Launch Price
408,204,2022-01-01,2023-12-31,2581.0,3037.0,Global Inflation Adjustment
409,205,2020-01-01,2021-12-31,0.0,1454.0,2020 Launch Price
410,205,2022-01-01,2023-12-31,1454.0,1710.0,Global Inflation Adjustment
411,206,2020-01-01,2021-12-31,0.0,226.0,2020 Launch Price
412,206,2022-01-01,2023-12-31,226.0,266.0,Global Inflation Adjustment
413,207,2020-01-01,2021-12-31,0.0,441.0,2020 Launch Price
414,207,2022-01-01,2023-12-31,441.0,519.0,Global Inflation Adjustment
415,208,2020-01-01,2021-12-31,0.0,881.0,2020 Launch Price
416,208,2022-01-01,2023-12-31,881.0,1037.0,Global Inflation Adjustment
417,209,2020-01-01,2021-12-31,0.0,899.0,2020 Launch Price
418,209,2022-01-01,2023-12-31,899.0,1058.0,Global Inflation Adjustment
419,210,2020-01-01,2021-12-31,0.0,483.0,2020 Launch Price
420,210,2022-01-01,2023-12-31,483.0,568.0,Global Inflation Adjustment
421,211,2020-01-01,2021-12-31,0.0,386.0,2020 Launch Price
422,211,2022-01-01,2023-12-31,386.0,454.0,Global Inflation Adjustment
423,212,2020-01-01,2021-12-31,0.0,907.0,2020 Launch Price
424,212,2022-01-01,2023-12-31,907.0,1067.0,Global Inflation Adjustment
425,213,2020-01-01,2021-12-31,0.0,238.0,2020 Launch Price
426,213,2022-01-01,2023-12-31,238.0,280.0,Global Inflation Adjustment
427,214,2020-01-01,2021-12-31,0.0,307.0,2020 Launch Price
428,214,2022-01-01,2023-12-31,307.0,361.0,Global Inflation Adjustment
429,215,2020-01-01,2021-12-31,0.0,1637.0,2020 Launch Price
430,215,2022-01-01,2023-12-31,1637.0,1926.0,Global Inflation Adjustment
431,216,2020-01-01,2021-12-31,0.0,2373.0,2020 Launch Price
432,216,2022-01-01,2023-12-31,2373.0,2792.0,Global Inflation Adjustment
433,217,2020-01-01,2021-12-31,0.0,252.0,2020 Launch Price
434,217,2022-01-01,2023-12-31,252.0,296.0,Global Inflation Adjustment
435,218,2020-01-01,2021-12-31,0.0,2251.0,2020 Launch Price
436,218,2022-01-01,2023-12-31,2251.0,2648.0,Global Inflation Adjustment
437,219,2020-01-01,2021-12-31,0.0,330.0,2020 Launch Price
438,219,2022-01-01,2023-12-31,330.0,388.0,Global Inflation Adjustment
439,220,2020-01-01,2021-12-31,0.0,607.0,2020 Launch Price
440,220,2022-01-01,2023-12-31,607.0,714.0,Global Inflation Adjustment
441,221,2020-01-01,2021-12-31,0.0,242.0,2020 Launch Price
442,221,2022-01-01,2023-12-31,242.0,285.0,Global Inflation Adjustment
443,222,2020-01-01,2021-12-31,0.0,349.0,2020 Launch Price
444,222,2022-01-01,2023-12-31,349.0,411.0,Global Inflation Adjustment
445,223,2020-01-01,2021-12-31,0.0,468.0,2020 Launch Price
446,223,2022-01-01,2023-12-31,468.0,550.0,Global Inflation Adjustment
447,224,2020-01-01,2021-12-31,0.0,387.0,2020 Launch Price
448,224,2022-01-01,2023-12-31,387.0,455.0,Global Inflation Adjustment
449,225,2020-01-01,2021-12-31,0.0,251.0,2020 Launch Price
450,225,2022-01-01,2023-12-31,251.0,295.0,Global Inflation Adjustment
451,226,2020-01-01,2021-12-31,0.0,466.0,2020 Launch Price
452,226,2022-01-01,2023-12-31,466.0,548.0,Global Inflation Adjustment
453,227,2020-01-01,2021-12-31,0.0,343.0,2020 Launch Price
454,227,2022-01-01,2023-12-31,343.0,403.0,Global Inflation Adjustment
455,228,2020-01-01,2021-12-31,0.0,130.0,2020 Launch Price
456,228,2022-01-01,2023-12-31,130.0,153.0,Global Inflation Adjustment
457,229,2020-01-01,2021-12-31,0.0,315.0,2020 Launch Price
458,229,2022-01-01,2023-12-31,315.0,371.0,Global Inflation Adjustment
459,230,2020-01-01,2021-12-31,0.0,535.0,2020 Launch Price
460,230,2022-01-01,2023-12-31,535.0,629.0,Global Inflation Adjustment
461,231,2020-01-01,2021-12-31,0.0,1325.0,2020 Launch Price
462,231,2022-01-01,2023-12-31,1325.0,1559.0,Global Inflation Adjustment
463,232,2020-01-01,2021-12-31,0.0,490.0,2020 Launch Price
464,232,2022-01-01,2023-12-31,490.0,576.0,Global Inflation Adjustment
465,233,2020-01-01,2021-12-31,0.0,927.0,2020 Launch Price
466,233,2022-01-01,2023-12-31,927.0,1091.0,Global Inflation Adjustment
467,234,2020-01-01,2021-12-31,0.0,898.0,2020 Launch Price
468,234,2022-01-01,2023-12-31,898.0,1056.0,Global Inflation Adjustment
469,235,2020-01-01,2021-12-31,0.0,223.0,2020 Launch Price
470,235,2022-01-01,2023-12-31,223.0,262.0,Global Inflation Adjustment
471,236,2020-01-01,2021-12-31,0.0,2145.0,2020 Launch Price
472,236,2022-01-01,2023-12-31,2145.0,2523.0,Global Inflation Adjustment
473,237,2020-01-01,2021-12-31,0.0,292.0,2020 Launch Price
474,237,2022-01-01,2023-12-31,292.0,344.0,Global Inflation Adjustment
475,238,2020-01-01,2021-12-31,0.0,533.0,2020 Launch Price
476,238,2022-01-01,2023-12-31,533.0,627.0,Global Inflation Adjustment
477,239,2020-01-01,2021-12-31,0.0,304.0,2020 Launch Price
478,239,2022-01-01,2023-12-31,304.0,358.0,Global Inflation Adjustment
479,240,2020-01-01,2021-12-31,0.0,1828.0,2020 Launch Price
480,240,2022-01-01,2023-12-31,1828.0,2151.0,Global Inflation Adjustment
481,241,2020-01-01,2021-12-31,0.0,1984.0,2020 Launch Price
482,241,2022-01-01,2023-12-31,1984.0,2334.0,Global Inflation Adjustment
483,242,2020-01-01,2021-12-31,0.0,1595.0,2020 Launch Price
484,242,2022-01-01,2023-12-31,1595.0,1877.0,Global Inflation Adjustment
485,243,2020-01-01,2021-12-31,0.0,781.0,2020 Launch Price
486,243,2022-01-01,2023-12-31,781.0,919.0,Global Inflation Adjustment
487,244,2020-01-01,2021-12-31,0.0,572.0,2020 Launch Price
488,244,2022-01-01,2023-12-31,572.0,673.0,Global Inflation Adjustment
489,245,2020-01-01,2021-12-31,0.0,785.0,2020 Launch Price
490,245,2022-01-01,2023-12-31,785.0,924.0,Global Inflation Adjustment
491,246,2020-01-01,2021-12-31,0.0,354.0,2020 Launch Price
492,246,2022-01-01,2023-12-31,354.0,416.0,Global Inflation Adjustment
493,247,2020-01-01,2021-12-31,0.0,1833.0,2020 Launch Price
494,247,2022-01-01,2023-12-31,1833.0,2157.0,Global Inflation Adjustment
495,248,2020-01-01,2021-12-31,0.0,309.0,2020 Launch Price
496,248,2022-01-01,2023-12-31,309.0,363.0,Global Inflation Adjustment
497,249,2020-01-01,2021-12-31,0.0,450.0,2020 Launch Price
498,249,2022-01-01,2023-12-31,450.0,529.0,Global Inflation Adjustment
499,250,2020-01-01,2021-12-31,0.0,990.0,2020 Launch Price
500,250,2022-01-01,2023-12-31,990.0,1165.0,Global Inflation Adjustment
501,251,2020-01-01,2021-12-31,0.0,1222.0,2020 Launch Price
502,251,2022-01-01,2023-12-31,1222.0,1438.0,Global Inflation Adjustment
503,252,2020-01-01,2021-12-31,0.0,388.0,2020 Launch Price
504,252,2022-01-01,2023-12-31,388.0,456.0,Global Inflation Adjustment
505,253,2020-01-01,2021-12-31,0.0,706.0,2020 Launch Price
506,253,2022-01-01,2023-12-31,706.0,830.0,Global Inflation Adjustment
507,254,2020-01-01,2021-12-31,0.0,1555.0,2020 Launch Price
508,254,2022-01-01,2023-12-31,1555.0,1829.0,Global Inflation Adjustment
509,255,2020-01-01,2021-12-31,0.0,1291.0,2020 Launch Price
510,255,2022-01-01,2023-12-31,1291.0,1519.0,Global Inflation Adjustment
511,256,2020-01-01,2021-12-31,0.0,955.0,2020 Launch Price
512,256,2022-01-01,2023-12-31,955.0,1124.0,Global Inflation Adjustment
513,257,2020-01-01,2021-12-31,0.0,1307.0,2020 Launch Price
514,257,2022-01-01,2023-12-31,1307.0,1538.0,Global Inflation Adjustment
515,258,2020-01-01,2021-12-31,0.0,676.0,2020 Launch Price
516,258,2022-01-01,2023-12-31,676.0,795.0,Global Inflation Adjustment
517,259,2020-01-01,2021-12-31,0.0,387.0,2020 Launch Price
518,259,2022-01-01,2023-12-31,387.0,455.0,Global Inflation Adjustment
519,260,2020-01-01,2021-12-31,0.0,303.0,2020 Launch Price
520,260,2022-01-01,2023-12-31,303.0,357.0,Global Inflation Adjustment
521,261,2020-01-01,2021-12-31,0.0,130.0,2020 Launch Price
522,261,2022-01-01,2023-12-31,130.0,153.0,Global Inflation Adjustment
523,262,2020-01-01,2021-12-31,0.0,984.0,2020 Launch Price
524,262,2022-01-01,2023-12-31,984.0,1158.0,Global Inflation Adjustment
525,263,2020-01-01,2021-12-31,0.0,278.0,2020 Launch Price
526,263,2022-01-01,2023-12-31,278.0,327.0,Global Inflation Adjustment
527,264,2020-01-01,2021-12-31,0.0,388.0,2020 Launch Price
528,264,2022-01-01,2023-12-31,388.0,457.0,Global Inflation Adjustment
529,265,2020-01-01,2021-12-31,0.0,406.0,2020 Launch Price
530,265,2022-01-01,2023-12-31,406.0,478.0,Global Inflation Adjustment
531,266,2020-01-01,2021-12-31,0.0,1982.0,2020 Launch Price
532,266,2022-01-01,2023-12-31,1982.0,2332.0,Global Inflation Adjustment
533,267,2020-01-01,2021-12-31,0.0,1093.0,2020 Launch Price
534,267,2022-01-01,2023-12-31,1093.0,1286.0,Global Inflation Adjustment
535,268,2020-01-01,2021-12-31,0.0,566.0,2020 Launch Price
536,268,2022-01-01,2023-12-31,566.0,666.0,Global Inflation Adjustment
537,269,2020-01-01,2021-12-31,0.0,724.0,2020 Launch Price
538,269,2022-01-01,2023-12-31,724.0,852.0,Global Inflation Adjustment
539,270,2020-01-01,2021-12-31,0.0,341.0,2020 Launch Price
540,270,2022-01-01,2023-12-31,341.0,401.0,Global Inflation Adjustment
541,271,2020-01-01,2021-12-31,0.0,627.0,2020 Launch Price
542,271,2022-01-01,2023-12-31,627.0,738.0,Global Inflation Adjustment
543,272,2020-01-01,2021-12-31,0.0,1435.0,2020 Launch Price
544,272,2022-01-01,2023-12-31,1435.0,1688.0,Global Inflation Adjustment
545,273,2020-01-01,2021-12-31,0.0,309.0,2020 Launch Price
546,273,2022-01-01,2023-12-31,309.0,363.0,Global Inflation Adjustment
547,274,2020-01-01,2021-12-31,0.0,1917.0,2020 Launch Price
548,274,2022-01-01,2023-12-31,1917.0,2255.0,Global Inflation Adjustment
549,275,2020-01-01,2021-12-31,0.0,1416.0,2020 Launch Price
550,275,2022-01-01,2023-12-31,1416.0,1666.0,Global Inflation Adjustment
551,276,2020-01-01,2021-12-31,0.0,439.0,2020 Launch Price
552,276,2022-01-01,2023-12-31,439.0,516.0,Global Inflation Adjustment
553,277,2020-01-01,2021-12-31,0.0,581.0,2020 Launch Price
554,277,2022-01-01,2023-12-31,581.0,684.0,Global Inflation Adjustment
555,278,2020-01-01,2021-12-31,0.0,292.0,2020 Launch Price
556,278,2022-01-01,2023-12-31,292.0,344.0,Global Inflation Adjustment
557,279,2020-01-01,2021-12-31,0.0,891.0,2020 Launch Price
558,279,2022-01-01,2023-12-31,891.0,1048.0,Global Inflation Adjustment
559,280,2020-01-01,2021-12-31,0.0,506.0,2020 Launch Price
560,280,2022-01-01,2023-12-31,506.0,595.0,Global Inflation Adjustment
561,281,2020-01-01,2021-12-31,0.0,869.0,2020 Launch Price
562,281,2022-01-01,2023-12-31,869.0,1022.0,Global Inflation Adjustment
563,282,2020-01-01,2021-12-31,0.0,627.0,2020 Launch Price
564,282,2022-01-01,2023-12-31,627.0,738.0,Global Inflation Adjustment
565,283,2020-01-01,2021-12-31,0.0,537.0,2020 Launch Price
566,283,2022-01-01,2023-12-31,537.0,632.0,Global Inflation Adjustment
567,284,2020-01-01,2021-12-31,0.0,336.0,2020 Launch Price
568,284,2022-01-01,2023-12-31,336.0,395.0,Global Inflation Adjustment
569,285,2020-01-01,2021-12-31,0.0,327.0,2020 Launch Price
570,285,2022-01-01,2023-12-31,327.0,385.0,Global Inflation Adjustment
571,286,2020-01-01,2021-12-31,0.0,836.0,2020 Launch Price
572,286,2022-01-01,2023-12-31,836.0,984.0,Global Inflation Adjustment
573,287,2020-01-01,2021-12-31,0.0,829.0,2020 Launch Price
574,287,2022-01-01,2023-12-31,829.0,975.0,Global Inflation Adjustment
575,288,2020-01-01,2021-12-31,0.0,468.0,2020 Launch Price
576,288,2022-01-01,2023-12-31,468.0,550.0,Global Inflation Adjustment
577,289,2020-01-01,2021-12-31,0.0,756.0,2020 Launch Price
578,289,2022-01-01,2023-12-31,756.0,890.0,Global Inflation Adjustment
579,290,2020-01-01,2021-12-31,0.0,405.0,2020 Launch Price
580,290,2022-01-01,2023-12-31,405.0,476.0,Global Inflation Adjustment
581,291,2020-01-01,2021-12-31,0.0,848.0,2020 Launch Price
582,291,2022-01-01,2023-12-31,848.0,998.0,Global Inflation Adjustment
583,292,2020-01-01,2021-12-31,0.0,1510.0,2020 Launch Price
584,292,2022-01-01,2023-12-31,1510.0,1777.0,Global Inflation Adjustment
585,293,2020-01-01,2021-12-31,0.0,1272.0,2020 Launch Price
586,293,2022-01-01,2023-12-31,1272.0,1497.0,Global Inflation Adjustment
587,294,2020-01-01,2021-12-31,0.0,226.0,2020 Launch Price
588,294,2022-01-01,2023-12-31,226.0,266.0,Global Inflation Adjustment
589,295,2020-01-01,2021-12-31,0.0,678.0,2020 Launch Price
590,295,2022-01-01,2023-12-31,678.0,798.0,Global Inflation Adjustment
591,296,2020-01-01,2021-12-31,0.0,290.0,2020 Launch Price
592,296,2022-01-01,2023-12-31,290.0,341.0,Global Inflation Adjustment
593,297,2020-01-01,2021-12-31,0.0,868.0,2020 Launch Price
594,297,2022-01-01,2023-12-31,868.0,1021.0,Global Inflation Adjustment
595,298,2020-01-01,2021-12-31,0.0,1102.0,2020 Launch Price
596,298,2022-01-01,2023-12-31,1102.0,1296.0,Global Inflation Adjustment
597,299,2020-01-01,2021-12-31,0.0,633.0,2020 Launch Price
598,299,2022-01-01,2023-12-31,633.0,745.0,Global Inflation Adjustment
599,300,2020-01-01,2021-12-31,0.0,167.0,2020 Launch Price
600,300,2022-01-01,2023-12-31,167.0,196.0,Global Inflation Adjustment
601,301,2020-01-01,2021-12-31,0.0,949.0,2020 Launch Price
602,301,2022-01-01,2023-12-31,949.0,1117.0,Global Inflation Adjustment
603,302,2020-01-01,2021-12-31,0.0,1212.0,2020 Launch Price
604,302,2022-01-01,2023-12-31,1212.0,1426.0,Global Inflation Adjustment
605,303,2020-01-01,2021-12-31,0.0,195.0,2020 Launch Price
606,303,2022-01-01,2023-12-31,195.0,229.0,Global Inflation Adjustment
607,304,2020-01-01,2021-12-31,0.0,462.0,2020 Launch Price
608,304,2022-01-01,2023-12-31,462.0,544.0,Global Inflation Adjustment
609,305,2020-01-01,2021-12-31,0.0,1023.0,2020 Launch Price
610,305,2022-01-01,2023-12-31,1023.0,1203.0,Global Inflation Adjustment
611,306,2020-01-01,2021-12-31,0.0,3526.0,2020 Launch Price
612,306,2022-01-01,2023-12-31,3526.0,4148.0,Global Inflation Adjustment
613,307,2020-01-01,2021-12-31,0.0,457.0,2020 Launch Price
614,307,2022-01-01,2023-12-31,457.0,538.0,Global Inflation Adjustment
615,308,2020-01-01,2021-12-31,0.0,623.0,2020 Launch Price
616,308,2022-01-01,2023-12-31,623.0,733.0,Global Inflation Adjustment
617,309,2020-01-01,2021-12-31,0.0,674.0,2020 Launch Price
618,309,2022-01-01,2023-12-31,674.0,793.0,Global Inflation Adjustment
619,310,2020-01-01,2021-12-31,0.0,238.0,2020 Launch Price
620,310,2022-01-01,2023-12-31,238.0,280.0,Global Inflation Adjustment
621,311,2020-01-01,2021-12-31,0.0,503.0,2020 Launch Price
622,311,2022-01-01,2023-12-31,503.0,592.0,Global Inflation Adjustment
623,312,2020-01-01,2021-12-31,0.0,523.0,2020 Launch Price
624,312,2022-01-01,2023-12-31,523.0,615.0,Global Inflation Adjustment
625,313,2020-01-01,2021-12-31,0.0,318.0,2020 Launch Price
626,313,2022-01-01,2023-12-31,318.0,374.0,Global Inflation Adjustment
627,314,2020-01-01,2021-12-31,0.0,617.0,2020 Launch Price
628,314,2022-01-01,2023-12-31,617.0,726.0,Global Inflation Adjustment
629,315,2020-01-01,2021-12-31,0.0,908.0,2020 Launch Price
630,315,2022-01-01,2023-12-31,908.0,1068.0,Global Inflation Adjustment
631,316,2020-01-01,2021-12-31,0.0,487.0,2020 Launch Price
632,316,2022-01-01,2023-12-31,487.0,573.0,Global Inflation Adjustment
633,317,2020-01-01,2021-12-31,0.0,1859.0,2020 Launch Price
634,317,2022-01-01,2023-12-31,1859.0,2187.0,Global Inflation Adjustment
635,318,2020-01-01,2021-12-31,0.0,259.0,2020 Launch Price
636,318,2022-01-01,2023-12-31,259.0,305.0,Global Inflation Adjustment
637,319,2020-01-01,2021-12-31,0.0,292.0,2020 Launch Price
638,319,2022-01-01,2023-12-31,292.0,343.0,Global Inflation Adjustment
639,320,2020-01-01,2021-12-31,0.0,1004.0,2020 Launch Price
640,320,2022-01-01,2023-12-31,1004.0,1181.0,Global Inflation Adjustment
641,321,2020-01-01,2021-12-31,0.0,393.0,2020 Launch Price
642,321,2022-01-01,2023-12-31,393.0,462.0,Global Inflation Adjustment
643,322,2020-01-01,2021-12-31,0.0,889.0,2020 Launch Price
644,322,2022-01-01,2023-12-31,889.0,1046.0,Global Inflation Adjustment
645,323,2020-01-01,2021-12-31,0.0,1315.0,2020 Launch Price
646,323,2022-01-01,2023-12-31,1315.0,1547.0,Global Inflation Adjustment
647,324,2020-01-01,2021-12-31,0.0,1828.0,2020 Launch Price
648,324,2022-01-01,2023-12-31,1828.0,2150.0,Global Inflation Adjustment
649,325,2020-01-01,2021-12-31,0.0,822.0,2020 Launch Price
650,325,2022-01-01,2023-12-31,822.0,967.0,Global Inflation Adjustment
651,326,2020-01-01,2021-12-31,0.0,1227.0,2020 Launch Price
652,326,2022-01-01,2023-12-31,1227.0,1444.0,Global Inflation Adjustment
653,327,2020-01-01,2021-12-31,0.0,455.0,2020 Launch Price
654,327,2022-01-01,2023-12-31,455.0,535.0,Global Inflation Adjustment
655,328,2020-01-01,2021-12-31,0.0,1661.0,2020 Launch Price
656,328,2022-01-01,2023-12-31,1661.0,1954.0,Global Inflation Adjustment
657,329,2020-01-01,2021-12-31,0.0,1096.0,2020 Launch Price
658,329,2022-01-01,2023-12-31,1096.0,1290.0,Global Inflation Adjustment
659,330,2020-01-01,2021-12-31,0.0,624.0,2020 Launch Price
660,330,2022-01-01,2023-12-31,624.0,734.0,Global Inflation Adjustment
661,331,2020-01-01,2021-12-31,0.0,188.0,2020 Launch Price
662,331,2022-01-01,2023-12-31,188.0,221.0,Global Inflation Adjustment
663,332,2020-01-01,2021-12-31,0.0,889.0,2020 Launch Price
664,332,2022-01-01,2023-12-31,889.0,1046.0,Global Inflation Adjustment
665,333,2020-01-01,2021-12-31,0.0,484.0,2020 Launch Price
666,333,2022-01-01,2023-12-31,484.0,570.0,Global Inflation Adjustment
667,334,2020-01-01,2021-12-31,0.0,187.0,2020 Launch Price
668,334,2022-01-01,2023-12-31,187.0,220.0,Global Inflation Adjustment
669,335,2020-01-01,2021-12-31,0.0,952.0,2020 Launch Price
670,335,2022-01-01,2023-12-31,952.0,1120.0,Global Inflation Adjustment
671,336,2020-01-01,2021-12-31,0.0,566.0,2020 Launch Price
672,336,2022-01-01,2023-12-31,566.0,666.0,Global Inflation Adjustment
673,337,2020-01-01,2021-12-31,0.0,531.0,2020 Launch Price
674,337,2022-01-01,2023-12-31,531.0,625.0,Global Inflation Adjustment
675,338,2020-01-01,2021-12-31,0.0,357.0,2020 Launch Price
676,338,2022-01-01,2023-12-31,357.0,420.0,Global Inflation Adjustment
677,339,2020-01-01,2021-12-31,0.0,282.0,2020 Launch Price
678,339,2022-01-01,2023-12-31,282.0,332.0,Global Inflation Adjustment
679,340,2020-01-01,2021-12-31,0.0,994.0,2020 Launch Price
680,340,2022-01-01,2023-12-31,994.0,1169.0,Global Inflation Adjustment
681,341,2020-01-01,2021-12-31,0.0,643.0,2020 Launch Price
682,341,2022-01-01,2023-12-31,643.0,757.0,Global Inflation Adjustment
683,342,2020-01-01,2021-12-31,0.0,1153.0,2020 Launch Price
684,342,2022-01-01,2023-12-31,1153.0,1357.0,Global Inflation Adjustment
685,343,2020-01-01,2021-12-31,0.0,382.0,2020 Launch Price
686,343,2022-01-01,2023-12-31,382.0,450.0,Global Inflation Adjustment
687,344,2020-01-01,2021-12-31,0.0,657.0,2020 Launch Price
688,344,2022-01-01,2023-12-31,657.0,773.0,Global Inflation Adjustment
689,345,2020-01-01,2021-12-31,0.0,1242.0,2020 Launch Price
690,345,2022-01-01,2023-12-31,1242.0,1461.0,Global Inflation Adjustment
691,346,2020-01-01,2021-12-31,0.0,590.0,2020 Launch Price
692,346,2022-01-01,2023-12-31,590.0,694.0,Global Inflation Adjustment
693,347,2020-01-01,2021-12-31,0.0,1261.0,2020 Launch Price
694,347,2022-01-01,2023-12-31,1261.0,1483.0,Global Inflation Adjustment
695,348,2020-01-01,2021-12-31,0.0,2559.0,2020 Launch Price
696,348,2022-01-01,2023-12-31,2559.0,3011.0,Global Inflation Adjustment
697,349,2020-01-01,2021-12-31,0.0,1216.0,2020 Launch Price
698,349,2022-01-01,2023-12-31,1216.0,1430.0,Global Inflation Adjustment
699,350,2020-01-01,2021-12-31,0.0,763.0,2020 Launch Price
700,350,2022-01-01,2023-12-31,763.0,898.0,Global Inflation Adjustment
701,351,2020-01-01,2021-12-31,0.0,349.0,2020 Launch Price
702,351,2022-01-01,2023-12-31,349.0,411.0,Global Inflation Adjustment
703,352,2020-01-01,2021-12-31,0.0,544.0,2020 Launch Price
704,352,2022-01-01,2023-12-31,544.0,640.0,Global Inflation Adjustment
705,353,2020-01-01,2021-12-31,0.0,353.0,2020 Launch Price
706,353,2022-01-01,2023-12-31,353.0,415.0,Global Inflation Adjustment
707,354,2020-01-01,2021-12-31,0.0,752.0,2020 Launch Price
708,354,2022-01-01,2023-12-31,752.0,885.0,Global Inflation Adjustment
709,355,2020-01-01,2021-12-31,0.0,203.0,2020 Launch Price
710,355,2022-01-01,2023-12-31,203.0,239.0,Global Inflation Adjustment
711,356,2020-01-01,2021-12-31,0.0,1067.0,2020 Launch Price
712,356,2022-01-01,2023-12-31,1067.0,1255.0,Global Inflation Adjustment
713,357,2020-01-01,2021-12-31,0.0,275.0,2020 Launch Price
714,357,2022-01-01,2023-12-31,275.0,323.0,Global Inflation Adjustment
715,358,2020-01-01,2021-12-31,0.0,1170.0,2020 Launch Price
716,358,2022-01-01,2023-12-31,1170.0,1376.0,Global Inflation Adjustment
717,359,2020-01-01,2021-12-31,0.0,993.0,2020 Launch Price
718,359,2022-01-01,2023-12-31,993.0,1168.0,Global Inflation Adjustment
719,360,2020-01-01,2021-12-31,0.0,1323.0,2020 Launch Price
720,360,2022-01-01,2023-12-31,1323.0,1556.0,Global Inflation Adjustment
721,361,2020-01-01,2021-12-31,0.0,140.0,2020 Launch Price
722,361,2022-01-01,2023-12-31,140.0,165.0,Global Inflation Adjustment
723,362,2020-01-01,2021-12-31,0.0,1860.0,2020 Launch Price
724,362,2022-01-01,2023-12-31,1860.0,2188.0,Global Inflation Adjustment
725,363,2020-01-01,2021-12-31,0.0,156.0,2020 Launch Price
726,363,2022-01-01,2023-12-31,156.0,183.0,Global Inflation Adjustment
727,364,2020-01-01,2021-12-31,0.0,1340.0,2020 Launch Price
728,364,2022-01-01,2023-12-31,1340.0,1577.0,Global Inflation Adjustment
729,365,2020-01-01,2021-12-31,0.0,644.0,2020 Launch Price
730,365,2022-01-01,2023-12-31,644.0,758.0,Global Inflation Adjustment
731,366,2020-01-01,2021-12-31,0.0,1134.0,2020 Launch Price
732,366,2022-01-01,2023-12-31,1134.0,1334.0,Global Inflation Adjustment
733,367,2020-01-01,2021-12-31,0.0,2224.0,2020 Launch Price
734,367,2022-01-01,2023-12-31,2224.0,2616.0,Global Inflation Adjustment
735,368,2020-01-01,2021-12-31,0.0,1981.0,2020 Launch Price
736,368,2022-01-01,2023-12-31,1981.0,2331.0,Global Inflation Adjustment
737,369,2020-01-01,2021-12-31,0.0,446.0,2020 Launch Price
738,369,2022-01-01,2023-12-31,446.0,525.0,Global Inflation Adjustment
739,370,2020-01-01,2021-12-31,0.0,1960.0,2020 Launch Price
740,370,2022-01-01,2023-12-31,1960.0,2306.0,Global Inflation Adjustment
741,371,2020-01-01,2021-12-31,0.0,556.0,2020 Launch Price
742,371,2022-01-01,2023-12-31,556.0,654.0,Global Inflation Adjustment
743,372,2020-01-01,2021-12-31,0.0,586.0,2020 Launch Price
744,372,2022-01-01,2023-12-31,586.0,689.0,Global Inflation Adjustment
745,373,2020-01-01,2021-12-31,0.0,2524.0,2020 Launch Price
746,373,2022-01-01,2023-12-31,2524.0,2970.0,Global Inflation Adjustment
747,374,2020-01-01,2021-12-31,0.0,690.0,2020 Launch Price
748,374,2022-01-01,2023-12-31,690.0,812.0,Global Inflation Adjustment
749,375,2020-01-01,2021-12-31,0.0,851.0,2020 Launch Price
750,375,2022-01-01,2023-12-31,851.0,1001.0,Global Inflation Adjustment
751,376,2020-01-01,2021-12-31,0.0,1074.0,2020 Launch Price
752,376,2022-01-01,2023-12-31,1074.0,1263.0,Global Inflation Adjustment
753,377,2020-01-01,2021-12-31,0.0,546.0,2020 Launch Price
